date,name,relative_popularity,nationality,page_views,edits
2017-03-31,Shah Rukh Khan,64.0,IN-DL,391296,15
2017-04-30,Shah Rukh Khan,57.8,IN-DL,366172,59
2017-05-31,Shah Rukh Khan,66.0,IN-DL,406357,7
2017-06-30,Shah Rukh Khan,71.75,IN-DL,421719,11
2017-07-31,Shah Rukh Khan,70.6,IN-DL,374091,17
2017-08-31,Shah Rukh Khan,62.5,IN-DL,417571,13
2017-09-30,Shah Rukh Khan,42.75,IN-DL,295774,8
2017-10-31,Shah Rukh Khan,49.4,IN-DL,338070,5
2017-11-30,Shah Rukh Khan,41.25,IN-DL,393463,20
2017-12-31,Shah Rukh Khan,49.2,IN-DL,362847,81
2018-01-31,Shah Rukh Khan,44.25,IN-DL,374668,148
2018-02-28,Shah Rukh Khan,43.25,IN-DL,313866,28
2018-03-31,Shah Rukh Khan,42.25,IN-DL,350715,12
2018-04-30,Shah Rukh Khan,45.6,IN-DL,332161,18
2018-05-31,Shah Rukh Khan,44.25,IN-DL,294521,13
2018-06-30,Shah Rukh Khan,49.0,IN-DL,293466,12
2018-07-31,Shah Rukh Khan,52.4,IN-DL,329977,11
2018-08-31,Shah Rukh Khan,57.5,IN-DL,324109,26
2018-09-30,Shah Rukh Khan,55.8,IN-DL,289300,15
2018-10-31,Shah Rukh Khan,67.5,IN-DL,319571,18
2018-11-30,Shah Rukh Khan,62.0,IN-DL,431481,11
2018-12-31,Shah Rukh Khan,70.4,IN-DL,495474,21
2019-01-31,Shah Rukh Khan,56.5,IN-DL,357141,42
2019-02-28,Shah Rukh Khan,49.5,IN-DL,264976,13
2019-03-31,Shah Rukh Khan,48.2,IN-DL,294433,1
2019-04-30,Shah Rukh Khan,46.75,IN-DL,300229,15
2019-05-31,Shah Rukh Khan,44.0,IN-DL,274607,16
2019-06-30,Shah Rukh Khan,46.4,IN-DL,287933,16
2019-07-31,Shah Rukh Khan,47.75,IN-DL,289273,38
2019-08-31,Shah Rukh Khan,45.75,IN-DL,309112,15
2019-09-30,Shah Rukh Khan,39.0,IN-DL,297090,24
2019-10-31,Shah Rukh Khan,53.0,IN-DL,379665,22
2019-11-30,Shah Rukh Khan,43.5,IN-DL,435886,28
2019-12-31,Shah Rukh Khan,38.0,IN-DL,330532,9
2020-01-31,Shah Rukh Khan,36.25,IN-DL,323480,18
2020-02-29,Shah Rukh Khan,34.25,IN-DL,275851,11
2020-03-31,Shah Rukh Khan,41.0,IN-DL,321195,21
2020-04-30,Shah Rukh Khan,47.0,IN-DL,551792,15
2020-05-31,Shah Rukh Khan,37.8,IN-DL,454438,13
2020-06-30,Shah Rukh Khan,39.25,IN-DL,404570,13
2020-07-31,Shah Rukh Khan,36.25,IN-DL,357826,2
2020-08-31,Shah Rukh Khan,31.2,IN-DL,313656,17
2020-09-30,Shah Rukh Khan,32.5,IN-DL,290032,12
2020-10-31,Shah Rukh Khan,30.75,IN-DL,324727,11
2020-11-30,Shah Rukh Khan,36.8,IN-DL,385376,25
2020-12-31,Shah Rukh Khan,30.75,IN-DL,315036,6
2016-01-31,Sachin Tendulkar,20.4,IN-MH,280301,18
2016-02-29,Sachin Tendulkar,19.75,IN-MH,233105,4
2016-03-31,Sachin Tendulkar,31.5,IN-MH,353118,4
2016-04-30,Sachin Tendulkar,32.75,IN-MH,331074,3
2016-05-31,Sachin Tendulkar,27.8,IN-MH,305324,9
2016-06-30,Sachin Tendulkar,22.5,IN-MH,254456,17
2016-07-31,Sachin Tendulkar,21.0,IN-MH,253226,3
2016-08-31,Sachin Tendulkar,22.5,IN-MH,233324,15
2016-09-30,Sachin Tendulkar,21.0,IN-MH,226062,9
2016-10-31,Sachin Tendulkar,26.8,IN-MH,379999,1
2016-11-30,Sachin Tendulkar,21.5,IN-MH,274907,15
2016-12-31,Sachin Tendulkar,22.75,IN-MH,271911,2
2017-01-31,Sachin Tendulkar,22.4,IN-MH,343641,2
2017-02-28,Sachin Tendulkar,21.25,IN-MH,248419,2
2017-03-31,Sachin Tendulkar,18.75,IN-MH,219359,6
2017-04-30,Sachin Tendulkar,38.0,IN-MH,364854,6
2017-05-31,Sachin Tendulkar,60.25,IN-MH,409952,15
2017-06-30,Sachin Tendulkar,41.25,IN-MH,401294,12
2017-07-31,Sachin Tendulkar,25.4,IN-MH,272967,13
2017-08-31,Sachin Tendulkar,26.25,IN-MH,323032,5
2017-09-30,Sachin Tendulkar,24.0,IN-MH,315498,70
2017-10-31,Sachin Tendulkar,22.2,IN-MH,275876,15
2017-11-30,Sachin Tendulkar,24.25,IN-MH,288957,2
2017-12-31,Sachin Tendulkar,25.6,IN-MH,320839,23
2018-01-31,Sachin Tendulkar,22.0,IN-MH,249607,5
2018-02-28,Sachin Tendulkar,24.0,IN-MH,315812,4
2018-03-31,Sachin Tendulkar,20.5,IN-MH,206305,14
2018-04-30,Sachin Tendulkar,33.8,IN-MH,333365,34
2018-05-31,Sachin Tendulkar,20.75,IN-MH,225413,6
2018-06-30,Sachin Tendulkar,19.0,IN-MH,205567,3
2018-07-31,Sachin Tendulkar,23.2,IN-MH,258883,14
2018-08-31,Sachin Tendulkar,22.75,IN-MH,307612,4
2018-09-30,Sachin Tendulkar,24.6,IN-MH,285969,10
2018-10-31,Sachin Tendulkar,32.25,IN-MH,358490,8
2018-11-30,Sachin Tendulkar,19.25,IN-MH,179392,6
2018-12-31,Sachin Tendulkar,23.8,IN-MH,195386,6
2019-01-31,Sachin Tendulkar,25.25,IN-MH,291675,6
2019-02-28,Sachin Tendulkar,19.25,IN-MH,159669,8
2019-03-31,Sachin Tendulkar,25.0,IN-MH,257015,11
2019-04-30,Sachin Tendulkar,35.0,IN-MH,262381,16
2019-05-31,Sachin Tendulkar,22.5,IN-MH,203525,6
2019-06-30,Sachin Tendulkar,43.4,IN-MH,486866,19
2019-07-31,Sachin Tendulkar,34.25,IN-MH,480871,49
2019-08-31,Sachin Tendulkar,21.0,IN-MH,233546,14
2019-09-30,Sachin Tendulkar,15.8,IN-MH,171307,7
2019-10-31,Sachin Tendulkar,18.0,IN-MH,175020,2
2019-11-30,Sachin Tendulkar,18.0,IN-MH,171317,5
2019-12-31,Sachin Tendulkar,17.2,IN-MH,179037,19
2020-01-31,Sachin Tendulkar,18.75,IN-MH,202358,12
2020-02-29,Sachin Tendulkar,22.0,IN-MH,188681,14
2020-03-31,Sachin Tendulkar,19.6,IN-MH,144969,11
2020-04-30,Sachin Tendulkar,37.5,IN-MH,263693,6
2020-05-31,Sachin Tendulkar,15.8,IN-MH,164885,12
2020-06-30,Sachin Tendulkar,16.5,IN-MH,148188,8
2020-07-31,Sachin Tendulkar,19.75,IN-MH,156968,4
2020-08-31,Sachin Tendulkar,18.6,IN-MH,212606,9
2020-09-30,Sachin Tendulkar,22.5,IN-MH,177296,27
2020-10-31,Sachin Tendulkar,27.25,IN-MH,264706,5
2020-11-30,Sachin Tendulkar,21.8,IN-MH,219381,8
2020-12-31,Sachin Tendulkar,20.5,IN-MH,226589,7
2016-01-31,Srinivasa Ramanujan,8.2,IN-TN,132678,20
2016-02-29,Srinivasa Ramanujan,11.5,IN-TN,149752,21
2016-03-31,Srinivasa Ramanujan,10.0,IN-TN,304570,38
2016-04-30,Srinivasa Ramanujan,16.25,IN-TN,334800,54
2016-05-31,Srinivasa Ramanujan,24.4,IN-TN,492977,75
2016-06-30,Srinivasa Ramanujan,17.5,IN-TN,318836,28
2016-07-31,Srinivasa Ramanujan,15.2,IN-TN,289114,37
2016-08-31,Srinivasa Ramanujan,35.25,IN-TN,658775,37
2016-09-30,Srinivasa Ramanujan,27.0,IN-TN,512076,61
2016-10-31,Srinivasa Ramanujan,21.2,IN-TN,377223,35
2016-11-30,Srinivasa Ramanujan,18.25,IN-TN,326789,47
2016-12-31,Srinivasa Ramanujan,41.75,IN-TN,534930,47
2017-01-31,Srinivasa Ramanujan,21.4,IN-TN,344310,43
2017-02-28,Srinivasa Ramanujan,18.25,IN-TN,271457,19
2017-03-31,Srinivasa Ramanujan,16.25,IN-TN,235786,20
2017-04-30,Srinivasa Ramanujan,15.4,IN-TN,269208,22
2017-05-31,Srinivasa Ramanujan,15.75,IN-TN,302878,34
2017-06-30,Srinivasa Ramanujan,20.5,IN-TN,297850,72
2017-07-31,Srinivasa Ramanujan,19.2,IN-TN,326225,29
2017-08-31,Srinivasa Ramanujan,15.5,IN-TN,237927,71
2017-09-30,Srinivasa Ramanujan,14.5,IN-TN,201365,41
2017-10-31,Srinivasa Ramanujan,13.2,IN-TN,184999,14
2017-11-30,Srinivasa Ramanujan,12.25,IN-TN,170586,20
2017-12-31,Srinivasa Ramanujan,25.4,IN-TN,318600,40
2018-01-31,Srinivasa Ramanujan,13.25,IN-TN,184125,17
2018-02-28,Srinivasa Ramanujan,12.0,IN-TN,134331,6
2018-03-31,Srinivasa Ramanujan,11.5,IN-TN,156960,38
2018-04-30,Srinivasa Ramanujan,10.8,IN-TN,127345,29
2018-05-31,Srinivasa Ramanujan,15.75,IN-TN,296977,27
2018-06-30,Srinivasa Ramanujan,19.0,IN-TN,275329,37
2018-07-31,Srinivasa Ramanujan,19.2,IN-TN,302400,29
2018-08-31,Srinivasa Ramanujan,16.75,IN-TN,220894,18
2018-09-30,Srinivasa Ramanujan,15.0,IN-TN,178672,15
2018-10-31,Srinivasa Ramanujan,17.5,IN-TN,179859,33
2018-11-30,Srinivasa Ramanujan,18.0,IN-TN,197970,18
2018-12-31,Srinivasa Ramanujan,34.8,IN-TN,379460,34
2019-01-31,Srinivasa Ramanujan,17.75,IN-TN,241247,12
2019-02-28,Srinivasa Ramanujan,13.75,IN-TN,149894,33
2019-03-31,Srinivasa Ramanujan,12.4,IN-TN,149075,15
2019-04-30,Srinivasa Ramanujan,11.5,IN-TN,145617,12
2019-05-31,Srinivasa Ramanujan,12.25,IN-TN,160814,39
2019-06-30,Srinivasa Ramanujan,16.8,IN-TN,210692,42
2019-07-31,Srinivasa Ramanujan,18.75,IN-TN,238368,24
2019-08-31,Srinivasa Ramanujan,16.0,IN-TN,183859,27
2019-09-30,Srinivasa Ramanujan,14.4,IN-TN,169360,25
2019-10-31,Srinivasa Ramanujan,13.0,IN-TN,177359,21
2019-11-30,Srinivasa Ramanujan,14.75,IN-TN,157117,24
2019-12-31,Srinivasa Ramanujan,31.6,IN-TN,306808,37
2020-01-31,Srinivasa Ramanujan,14.25,IN-TN,176437,44
2020-02-29,Srinivasa Ramanujan,13.5,IN-TN,142001,13
2020-03-31,Srinivasa Ramanujan,10.6,IN-TN,130416,21
2020-04-30,Srinivasa Ramanujan,15.0,IN-TN,164587,22
2020-05-31,Srinivasa Ramanujan,12.2,IN-TN,143069,38
2020-06-30,Srinivasa Ramanujan,10.5,IN-TN,129049,28
2020-07-31,Srinivasa Ramanujan,10.75,IN-TN,146529,22
2020-08-31,Srinivasa Ramanujan,11.2,IN-TN,168814,18
2020-09-30,Srinivasa Ramanujan,10.75,IN-TN,148567,17
2020-10-31,Srinivasa Ramanujan,11.0,IN-TN,141157,31
2020-11-30,Srinivasa Ramanujan,9.6,IN-TN,135052,33
2020-12-31,Srinivasa Ramanujan,38.25,IN-TN,419246,47
