date,name,relative_popularity,nationality,page_views,edits
2016-12-31,Amitabh Bachchan,9.5,IN-UP,255034,12
2017-01-31,Amitabh Bachchan,13.4,IN-UP,378931,12
2017-02-28,Amitabh Bachchan,8.5,IN-UP,219422,9
2017-03-31,Amitabh Bachchan,9.0,IN-UP,241810,3
2017-04-30,Amitabh Bachchan,8.4,IN-UP,269962,8
2017-05-31,Amitabh Bachchan,7.75,IN-UP,233625,13
2017-06-30,Amitabh Bachchan,8.0,IN-UP,195667,15
2017-07-31,Amitabh Bachchan,8.6,IN-UP,218718,20
2017-08-31,Amitabh Bachchan,8.75,IN-UP,226456,21
2017-09-30,Amitabh Bachchan,8.0,IN-UP,272845,38
2017-10-31,Amitabh Bachchan,11.0,IN-UP,435120,34
2017-11-30,Amitabh Bachchan,7.0,IN-UP,217499,26
2017-12-31,Amitabh Bachchan,8.8,IN-UP,290219,15
2018-01-31,Amitabh Bachchan,7.5,IN-UP,228688,23
2018-02-28,Amitabh Bachchan,12.25,IN-UP,275475,133
2018-03-31,Amitabh Bachchan,12.5,IN-UP,344895,20
2018-04-30,Amitabh Bachchan,10.6,IN-UP,225048,39
2018-05-31,Amitabh Bachchan,11.5,IN-UP,241549,16
2018-06-30,Amitabh Bachchan,12.0,IN-UP,198742,4
2018-07-31,Amitabh Bachchan,14.0,IN-UP,252365,14
2018-08-31,Amitabh Bachchan,17.25,IN-UP,274361,13
2018-09-30,Amitabh Bachchan,20.6,IN-UP,288752,43
2018-10-31,Amitabh Bachchan,23.75,IN-UP,358827,21
2018-11-30,Amitabh Bachchan,20.0,IN-UP,275547,14
2018-12-31,Amitabh Bachchan,18.6,IN-UP,234544,26
2019-01-31,Amitabh Bachchan,17.25,IN-UP,257038,20
2019-02-28,Amitabh Bachchan,14.75,IN-UP,174162,9
2019-03-31,Amitabh Bachchan,18.8,IN-UP,237358,12
2019-04-30,Amitabh Bachchan,17.0,IN-UP,191113,6
2019-05-31,Amitabh Bachchan,17.0,IN-UP,185906,4
2019-06-30,Amitabh Bachchan,17.8,IN-UP,184204,4
2019-07-31,Amitabh Bachchan,19.25,IN-UP,205121,5
2019-08-31,Amitabh Bachchan,20.75,IN-UP,313835,12
2019-09-30,Amitabh Bachchan,20.2,IN-UP,347147,15
2019-10-31,Amitabh Bachchan,24.25,IN-UP,347381,20
2019-11-30,Amitabh Bachchan,19.75,IN-UP,278327,13
2019-12-31,Amitabh Bachchan,16.0,IN-UP,261599,11
2020-01-31,Amitabh Bachchan,13.75,IN-UP,217203,20
2020-02-29,Amitabh Bachchan,12.75,IN-UP,199857,4
2020-03-31,Amitabh Bachchan,14.6,IN-UP,243101,29
2020-04-30,Amitabh Bachchan,20.5,IN-UP,444558,23
2020-05-31,Amitabh Bachchan,13.6,IN-UP,468985,16
2020-06-30,Amitabh Bachchan,12.5,IN-UP,286741,12
2020-07-31,Amitabh Bachchan,53.0,IN-UP,731014,43
2020-08-31,Amitabh Bachchan,12.8,IN-UP,237030,18
2020-09-30,Amitabh Bachchan,11.75,IN-UP,217355,31
2020-10-31,Amitabh Bachchan,12.5,IN-UP,263204,20
2020-11-30,Amitabh Bachchan,9.2,IN-UP,201006,26
2020-12-31,Amitabh Bachchan,9.75,IN-UP,221503,43
