date,name,relative_popularity,nationality,page_views,edits
2020-12-31,Justin Bieber,17.25,CAN-ON,520187,27
2016-01-31,Lionel Messi,26.2,ARG-SF,916698,110
2016-02-29,Lionel Messi,25.75,ARG-SF,875089,123
2016-03-31,Lionel Messi,22.25,ARG-SF,781397,60
2016-04-30,Lionel Messi,21.0,ARG-SF,776760,48
2016-05-31,Lionel Messi,19.0,ARG-SF,732603,46
2016-06-30,Lionel Messi,47.75,ARG-SF,2154098,113
2016-07-31,Lionel Messi,32.6,ARG-SF,991760,0
2016-08-31,Lionel Messi,19.25,ARG-SF,542712,0
2016-09-30,Lionel Messi,18.25,ARG-SF,605728,0
2016-10-31,Lionel Messi,17.8,ARG-SF,647771,0
2016-11-30,Lionel Messi,21.0,ARG-SF,686593,0
2016-12-31,Lionel Messi,20.5,ARG-SF,706128,0
2017-01-31,Lionel Messi,16.4,ARG-SF,636793,72
2017-02-28,Lionel Messi,15.25,ARG-SF,540385,57
2017-03-31,Lionel Messi,18.5,ARG-SF,709463,51
2017-04-30,Lionel Messi,24.6,ARG-SF,994400,115
2017-05-31,Lionel Messi,19.75,ARG-SF,870513,140
2017-06-30,Lionel Messi,22.0,ARG-SF,883194,65
2017-07-31,Lionel Messi,17.8,ARG-SF,683308,0
2017-08-31,Lionel Messi,18.75,ARG-SF,673932,0
2017-09-30,Lionel Messi,16.25,ARG-SF,670968,0
2017-10-31,Lionel Messi,19.4,ARG-SF,762275,0
2017-11-30,Lionel Messi,15.0,ARG-SF,562163,0
2017-12-31,Lionel Messi,16.8,ARG-SF,650174,0
2018-01-31,Lionel Messi,16.0,ARG-SF,717244,52
2018-02-28,Lionel Messi,15.0,ARG-SF,642145,30
2018-03-31,Lionel Messi,20.75,ARG-SF,935841,108
2018-04-30,Lionel Messi,17.8,ARG-SF,846566,58
2018-05-31,Lionel Messi,18.0,ARG-SF,940928,49
2018-06-30,Lionel Messi,49.75,ARG-SF,3296232,135
2018-07-31,Lionel Messi,23.0,ARG-SF,1481225,68
2018-08-31,Lionel Messi,13.5,ARG-SF,540234,0
2018-09-30,Lionel Messi,13.4,ARG-SF,584180,0
2018-10-31,Lionel Messi,15.0,ARG-SF,622954,0
2018-11-30,Lionel Messi,12.5,ARG-SF,512547,0
2018-12-31,Lionel Messi,14.2,ARG-SF,631885,0
2019-01-31,Lionel Messi,12.25,ARG-SF,628557,96
2019-02-28,Lionel Messi,15.25,ARG-SF,642884,39
2019-03-31,Lionel Messi,18.2,ARG-SF,882480,65
2019-04-30,Lionel Messi,22.25,ARG-SF,855805,60
2019-05-31,Lionel Messi,16.75,ARG-SF,989415,91
2019-06-30,Lionel Messi,17.8,ARG-SF,730489,77
2019-07-31,Lionel Messi,15.0,ARG-SF,581137,36
2019-08-31,Lionel Messi,13.75,ARG-SF,528042,36
2019-09-30,Lionel Messi,14.4,ARG-SF,633296,0
2019-10-31,Lionel Messi,13.25,ARG-SF,712160,0
2019-11-30,Lionel Messi,13.25,ARG-SF,637241,0
2019-12-31,Lionel Messi,16.6,ARG-SF,762865,0
2020-01-31,Lionel Messi,11.0,ARG-SF,484925,42
2020-02-29,Lionel Messi,14.25,ARG-SF,563985,34
2020-03-31,Lionel Messi,10.8,ARG-SF,423640,23
2020-04-30,Lionel Messi,9.5,ARG-SF,490309,22
2020-05-31,Lionel Messi,8.8,ARG-SF,468913,19
2020-06-30,Lionel Messi,14.0,ARG-SF,578701,52
2020-07-31,Lionel Messi,12.5,ARG-SF,686544,55
2020-08-31,Lionel Messi,46.4,ARG-SF,1368295,117
2020-09-30,Lionel Messi,13.5,ARG-SF,755430,105
2020-10-31,Lionel Messi,11.25,ARG-SF,480346,31
2020-11-30,Lionel Messi,12.8,ARG-SF,624599,0
2020-12-31,Lionel Messi,15.25,ARG-SF,680235,0
2016-01-31,Rihanna,45.2,BB-SM,563256,60
2016-02-29,Rihanna,72.5,BB-SM,921176,69
2016-03-31,Rihanna,62.75,BB-SM,624930,40
2016-04-30,Rihanna,61.0,BB-SM,583159,31
2016-05-31,Rihanna,53.4,BB-SM,529704,23
2016-06-30,Rihanna,49.5,BB-SM,441029,51
2016-07-31,Rihanna,50.8,BB-SM,495742,104
2016-08-31,Rihanna,53.5,BB-SM,851425,46
2016-09-30,Rihanna,39.75,BB-SM,661276,25
2016-10-31,Rihanna,33.2,BB-SM,438242,51
2016-11-30,Rihanna,29.75,BB-SM,405283,0
2016-12-31,Rihanna,30.75,BB-SM,441999,0
2017-01-31,Rihanna,28.2,BB-SM,466463,58
2017-02-28,Rihanna,29.0,BB-SM,533079,54
2017-03-31,Rihanna,28.0,BB-SM,497773,29
2017-04-30,Rihanna,25.2,BB-SM,385899,18
2017-05-31,Rihanna,26.0,BB-SM,388793,12
2017-06-30,Rihanna,34.25,BB-SM,531882,50
2017-07-31,Rihanna,33.2,BB-SM,493423,60
2017-08-31,Rihanna,33.25,BB-SM,475675,98
2017-09-30,Rihanna,29.0,BB-SM,566301,36
2017-10-31,Rihanna,23.4,BB-SM,438308,25
2017-11-30,Rihanna,23.25,BB-SM,397666,43
2017-12-31,Rihanna,23.8,BB-SM,436156,17
2018-01-31,Rihanna,25.5,BB-SM,514030,18
2018-02-28,Rihanna,22.5,BB-SM,525768,15
2018-03-31,Rihanna,20.75,BB-SM,403590,21
2018-04-30,Rihanna,20.6,BB-SM,411714,28
2018-05-31,Rihanna,21.75,BB-SM,476788,38
2018-06-30,Rihanna,20.25,BB-SM,537015,13
2018-07-31,Rihanna,18.6,BB-SM,395183,9
2018-08-31,Rihanna,17.25,BB-SM,375461,11
2018-09-30,Rihanna,17.2,BB-SM,441073,27
2018-10-31,Rihanna,16.0,BB-SM,360569,93
2018-11-30,Rihanna,15.0,BB-SM,313481,43
2018-12-31,Rihanna,15.4,BB-SM,311148,41
2019-01-31,Rihanna,16.0,BB-SM,455876,26
2019-02-28,Rihanna,21.5,BB-SM,412177,23
2019-03-31,Rihanna,13.8,BB-SM,336022,199
2019-04-30,Rihanna,14.25,BB-SM,351862,246
2019-05-31,Rihanna,15.5,BB-SM,422347,6
2019-06-30,Rihanna,16.8,BB-SM,462451,0
2019-07-31,Rihanna,14.25,BB-SM,504458,0
2019-08-31,Rihanna,13.75,BB-SM,321273,0
2019-09-30,Rihanna,16.8,BB-SM,380054,0
2019-10-31,Rihanna,13.75,BB-SM,341910,0
2019-11-30,Rihanna,13.0,BB-SM,292518,0
2019-12-31,Rihanna,13.8,BB-SM,327362,0
2020-01-31,Rihanna,13.75,BB-SM,343172,24
2020-02-29,Rihanna,13.5,BB-SM,326183,34
2020-03-31,Rihanna,12.4,BB-SM,321100,19
2020-04-30,Rihanna,13.25,BB-SM,376275,19
2020-05-31,Rihanna,13.2,BB-SM,405591,52
2020-06-30,Rihanna,11.75,BB-SM,322274,12
2020-07-31,Rihanna,12.75,BB-SM,358076,37
2020-08-31,Rihanna,12.6,BB-SM,375331,56
2020-09-30,Rihanna,12.25,BB-SM,336774,17
2020-10-31,Rihanna,13.5,BB-SM,351825,24
2020-11-30,Rihanna,11.6,BB-SM,309733,14
2020-12-31,Rihanna,12.75,BB-SM,399688,33
2016-01-31,Selena Gomez,58.8,US-TX,684825,56
2016-02-29,Selena Gomez,54.0,US-TX,550996,20
2016-03-31,Selena Gomez,54.5,US-TX,519055,6
2016-04-30,Selena Gomez,50.75,US-TX,465551,4
2016-05-31,Selena Gomez,53.6,US-TX,504137,32
2016-06-30,Selena Gomez,58.5,US-TX,596472,54
2016-07-31,Selena Gomez,61.2,US-TX,598700,50
2016-08-31,Selena Gomez,57.75,US-TX,507635,43
2016-09-30,Selena Gomez,44.0,US-TX,499200,10
2016-10-31,Selena Gomez,37.2,US-TX,438426,29
2016-11-30,Selena Gomez,41.0,US-TX,497263,25
2016-12-31,Selena Gomez,35.5,US-TX,433406,23
2017-01-31,Selena Gomez,46.4,US-TX,591377,16
2017-02-28,Selena Gomez,41.25,US-TX,478151,25
2017-03-31,Selena Gomez,37.0,US-TX,534008,13
2017-04-30,Selena Gomez,41.0,US-TX,679515,34
2017-05-31,Selena Gomez,35.75,US-TX,660349,354
2017-06-30,Selena Gomez,41.75,US-TX,529400,34
2017-07-31,Selena Gomez,40.8,US-TX,588013,24
2017-08-31,Selena Gomez,33.5,US-TX,434900,0
2017-09-30,Selena Gomez,36.25,US-TX,570306,0
2017-10-31,Selena Gomez,41.4,US-TX,482611,0
2017-11-30,Selena Gomez,58.5,US-TX,681537,0
2017-12-31,Selena Gomez,38.0,US-TX,522631,0
2018-01-31,Selena Gomez,30.0,US-TX,443190,20
2018-02-28,Selena Gomez,30.75,US-TX,365803,13
2018-03-31,Selena Gomez,31.5,US-TX,445942,29
2018-04-30,Selena Gomez,25.4,US-TX,351028,28
2018-05-31,Selena Gomez,29.5,US-TX,381925,34
2018-06-30,Selena Gomez,26.25,US-TX,369902,33
2018-07-31,Selena Gomez,33.8,US-TX,715550,27
2018-08-31,Selena Gomez,23.75,US-TX,393247,26
2018-09-30,Selena Gomez,21.6,US-TX,374277,44
2018-10-31,Selena Gomez,34.75,US-TX,486684,28
2018-11-30,Selena Gomez,22.0,US-TX,404332,27
2018-12-31,Selena Gomez,21.6,US-TX,358570,11
2019-01-31,Selena Gomez,19.0,US-TX,351235,7
2019-02-28,Selena Gomez,20.5,US-TX,330885,17
2019-03-31,Selena Gomez,19.2,US-TX,358678,6
2019-04-30,Selena Gomez,17.5,US-TX,308789,3
2019-05-31,Selena Gomez,23.5,US-TX,534200,27
2019-06-30,Selena Gomez,17.8,US-TX,407020,27
2019-07-31,Selena Gomez,20.75,US-TX,386663,14
2019-08-31,Selena Gomez,15.0,US-TX,322115,17
2019-09-30,Selena Gomez,14.0,US-TX,292694,9
2019-10-31,Selena Gomez,31.0,US-TX,570408,53
2019-11-30,Selena Gomez,29.0,US-TX,530108,37
2019-12-31,Selena Gomez,18.8,US-TX,359086,30
2020-01-31,Selena Gomez,28.5,US-TX,582385,49
2020-02-29,Selena Gomez,18.0,US-TX,335272,11
2020-03-31,Selena Gomez,16.6,US-TX,337744,16
2020-04-30,Selena Gomez,20.0,US-TX,416437,26
2020-05-31,Selena Gomez,17.4,US-TX,361387,44
2020-06-30,Selena Gomez,15.25,US-TX,309113,17
2020-07-31,Selena Gomez,16.25,US-TX,345163,12
2020-08-31,Selena Gomez,19.8,US-TX,383868,30
2020-09-30,Selena Gomez,19.5,US-TX,471757,4
2020-10-31,Selena Gomez,16.5,US-TX,363132,25
2020-11-30,Selena Gomez,15.0,US-TX,368154,12
2020-12-31,Selena Gomez,16.0,US-TX,426602,10
