date,name,relative_popularity,nationality,page_views,edits
2017-09-30,Steve Jobs,39.5,,717888,16
2017-10-31,Steve Jobs,32.8,,629965,9
2017-11-30,Steve Jobs,30.0,,512630,17
2017-12-31,Steve Jobs,26.4,,482271,25
2018-01-31,Steve Jobs,29.5,,539275,10
2018-02-28,Steve Jobs,33.25,,534496,43
2018-03-31,Steve Jobs,32.75,,570162,25
2018-04-30,Steve Jobs,25.6,,446371,44
2018-05-31,Steve Jobs,23.0,,408335,15
2018-06-30,Steve Jobs,24.75,,433986,12
2018-07-31,Steve Jobs,23.0,,376146,9
2018-08-31,Steve Jobs,29.5,,669205,11
2018-09-30,Steve Jobs,33.4,,691262,7
2018-10-31,Steve Jobs,27.0,,600492,18
2018-11-30,Steve Jobs,25.75,,452480,5
2018-12-31,Steve Jobs,24.0,,396300,1
2019-01-31,Steve Jobs,26.0,,474356,2
2019-02-28,Steve Jobs,26.25,,439740,1
2019-03-31,Steve Jobs,24.4,,468112,14
2019-04-30,Steve Jobs,23.75,,411832,6
2019-05-31,Steve Jobs,23.25,,417891,9
2019-06-30,Steve Jobs,21.2,,459613,5
2019-07-31,Steve Jobs,23.5,,490299,6
2019-08-31,Steve Jobs,25.0,,478939,22
2019-09-30,Steve Jobs,33.8,,686615,17
2019-10-31,Steve Jobs,27.5,,590986,32
2019-11-30,Steve Jobs,25.75,,484850,51
2019-12-31,Steve Jobs,23.6,,450571,22
2020-01-31,Steve Jobs,25.0,,519012,8
2020-02-29,Steve Jobs,26.25,,514443,18
2020-03-31,Steve Jobs,23.0,,445017,2
2020-04-30,Steve Jobs,26.25,,597608,4
2020-05-31,Steve Jobs,26.0,,586795,26
2020-06-30,Steve Jobs,24.5,,538053,17
2020-07-31,Steve Jobs,22.0,,505632,15
2020-08-31,Steve Jobs,24.8,,557781,6
2020-09-30,Steve Jobs,26.25,,558224,10
2020-10-31,Steve Jobs,24.75,,596655,6
2020-11-30,Steve Jobs,19.2,,498172,7
2020-12-31,Steve Jobs,20.75,,513269,7
2016-01-31,Nelson Mandela,16.6,SA-CP,315207,13
2016-02-29,Nelson Mandela,21.25,SA-CP,368303,17
2016-03-31,Nelson Mandela,17.75,SA-CP,321333,3
2016-04-30,Nelson Mandela,19.75,SA-CP,301113,9
2016-05-31,Nelson Mandela,20.2,SA-CP,341710,197
2016-06-30,Nelson Mandela,17.25,SA-CP,300911,169
2016-07-31,Nelson Mandela,19.6,SA-CP,293978,60
2016-08-31,Nelson Mandela,23.0,SA-CP,289301,32
2016-09-30,Nelson Mandela,23.25,SA-CP,304023,0
2016-10-31,Nelson Mandela,24.0,SA-CP,315299,0
2016-11-30,Nelson Mandela,28.75,SA-CP,412169,0
2016-12-31,Nelson Mandela,20.5,SA-CP,316709,0
2017-01-31,Nelson Mandela,21.4,SA-CP,363329,74
2017-02-28,Nelson Mandela,22.75,SA-CP,402612,16
2017-03-31,Nelson Mandela,22.25,SA-CP,352027,12
2017-04-30,Nelson Mandela,21.6,SA-CP,283666,8
2017-05-31,Nelson Mandela,22.25,SA-CP,405219,10
2017-06-30,Nelson Mandela,17.0,SA-CP,269233,14
2017-07-31,Nelson Mandela,19.4,SA-CP,311247,10
2017-08-31,Nelson Mandela,19.25,SA-CP,300744,5
2017-09-30,Nelson Mandela,19.75,SA-CP,299868,12
2017-10-31,Nelson Mandela,19.0,SA-CP,300350,14
2017-11-30,Nelson Mandela,20.5,SA-CP,314879,14
2017-12-31,Nelson Mandela,15.8,SA-CP,256106,11
2018-01-31,Nelson Mandela,19.25,SA-CP,327820,10
2018-02-28,Nelson Mandela,21.75,SA-CP,393871,15
2018-03-31,Nelson Mandela,19.25,SA-CP,322133,29
2018-04-30,Nelson Mandela,26.4,SA-CP,586806,17
2018-05-31,Nelson Mandela,21.5,SA-CP,346558,10
2018-06-30,Nelson Mandela,17.0,SA-CP,271528,9
2018-07-31,Nelson Mandela,36.8,SA-CP,733636,55
2018-08-31,Nelson Mandela,21.5,SA-CP,352695,15
2018-09-30,Nelson Mandela,19.4,SA-CP,286848,7
2018-10-31,Nelson Mandela,17.25,SA-CP,284209,10
2018-11-30,Nelson Mandela,20.75,SA-CP,300283,5
2018-12-31,Nelson Mandela,18.0,SA-CP,285774,13
2019-01-31,Nelson Mandela,18.0,SA-CP,288137,14
2019-02-28,Nelson Mandela,19.75,SA-CP,279175,13
2019-03-31,Nelson Mandela,18.2,SA-CP,282175,7
2019-04-30,Nelson Mandela,19.25,SA-CP,282649,19
2019-05-31,Nelson Mandela,19.5,SA-CP,317865,15
2019-06-30,Nelson Mandela,16.0,SA-CP,269868,11
2019-07-31,Nelson Mandela,20.75,SA-CP,341580,7
2019-08-31,Nelson Mandela,17.75,SA-CP,308627,8
2019-09-30,Nelson Mandela,19.0,SA-CP,306442,10
2019-10-31,Nelson Mandela,17.5,SA-CP,294384,12
2019-11-30,Nelson Mandela,20.25,SA-CP,341968,10
2019-12-31,Nelson Mandela,16.0,SA-CP,245158,21
2020-01-31,Nelson Mandela,20.0,SA-CP,277406,4
2020-02-29,Nelson Mandela,20.25,SA-CP,338887,19
2020-03-31,Nelson Mandela,16.8,SA-CP,280582,11
2020-04-30,Nelson Mandela,19.5,SA-CP,356275,8
2020-05-31,Nelson Mandela,22.8,SA-CP,379356,6
2020-06-30,Nelson Mandela,23.0,SA-CP,454186,13
2020-07-31,Nelson Mandela,25.25,SA-CP,473394,28
2020-08-31,Nelson Mandela,17.4,SA-CP,322976,23
2020-09-30,Nelson Mandela,18.0,SA-CP,386386,3
2020-10-31,Nelson Mandela,16.75,SA-CP,371642,11
2020-11-30,Nelson Mandela,16.6,SA-CP,339727,6
2020-12-31,Nelson Mandela,14.25,SA-CP,282782,22
2016-01-31,Albert Einstein,43.4,DE-BW,610666,25
2016-02-29,Albert Einstein,61.25,DE-BW,894173,41
2016-03-31,Albert Einstein,47.5,DE-BW,666550,27
2016-04-30,Albert Einstein,42.75,DE-BW,532284,22
2016-05-31,Albert Einstein,40.8,DE-BW,578912,34
2016-06-30,Albert Einstein,36.5,DE-BW,494863,16
2016-07-31,Albert Einstein,32.4,DE-BW,450372,68
2016-08-31,Albert Einstein,35.75,DE-BW,459520,22
2016-09-30,Albert Einstein,39.75,DE-BW,551232,14
2016-10-31,Albert Einstein,40.6,DE-BW,616742,31
2016-11-30,Albert Einstein,38.25,DE-BW,527749,17
2016-12-31,Albert Einstein,36.0,DE-BW,536380,16
2017-01-31,Albert Einstein,37.8,DE-BW,579217,27
2017-02-28,Albert Einstein,41.5,DE-BW,601765,26
2017-03-31,Albert Einstein,46.0,DE-BW,704427,12
2017-04-30,Albert Einstein,53.0,DE-BW,1118439,29
2017-05-31,Albert Einstein,56.5,DE-BW,1724865,23
2017-06-30,Albert Einstein,50.5,DE-BW,1290713,23
2017-07-31,Albert Einstein,36.2,DE-BW,673518,11
2017-08-31,Albert Einstein,35.5,DE-BW,516526,25
2017-09-30,Albert Einstein,37.5,DE-BW,525369,19
2017-10-31,Albert Einstein,42.4,DE-BW,627396,14
2017-11-30,Albert Einstein,37.75,DE-BW,531992,10
2017-12-31,Albert Einstein,35.2,DE-BW,489647,16
2018-01-31,Albert Einstein,38.5,DE-BW,575437,14
2018-02-28,Albert Einstein,38.25,DE-BW,508887,38
2018-03-31,Albert Einstein,55.25,DE-BW,1048321,13
2018-04-30,Albert Einstein,37.4,DE-BW,516582,35
2018-05-31,Albert Einstein,36.25,DE-BW,547757,39
2018-06-30,Albert Einstein,33.0,DE-BW,531810,31
2018-07-31,Albert Einstein,30.2,DE-BW,502900,13
2018-08-31,Albert Einstein,34.0,DE-BW,502343,29
2018-09-30,Albert Einstein,37.8,DE-BW,527434,33
2018-10-31,Albert Einstein,35.5,DE-BW,571772,14
2018-11-30,Albert Einstein,35.75,DE-BW,528624,23
2018-12-31,Albert Einstein,35.0,DE-BW,472932,18
2019-01-31,Albert Einstein,36.5,DE-BW,527083,7
2019-02-28,Albert Einstein,40.0,DE-BW,468781,10
2019-03-31,Albert Einstein,41.6,DE-BW,594459,18
2019-04-30,Albert Einstein,41.0,DE-BW,540724,13
2019-05-31,Albert Einstein,35.5,DE-BW,531548,14
2019-06-30,Albert Einstein,30.6,DE-BW,441433,16
2019-07-31,Albert Einstein,29.75,DE-BW,447029,19
2019-08-31,Albert Einstein,33.5,DE-BW,459955,25
2019-09-30,Albert Einstein,36.8,DE-BW,520901,8
2019-10-31,Albert Einstein,35.25,DE-BW,509667,26
2019-11-30,Albert Einstein,35.75,DE-BW,474370,38
2019-12-31,Albert Einstein,31.2,DE-BW,405008,25
2020-01-31,Albert Einstein,33.75,DE-BW,454876,21
2020-02-29,Albert Einstein,37.25,DE-BW,452929,14
2020-03-31,Albert Einstein,36.6,DE-BW,498892,29
2020-04-30,Albert Einstein,37.25,DE-BW,553647,21
2020-05-31,Albert Einstein,39.0,DE-BW,613475,12
2020-06-30,Albert Einstein,34.25,DE-BW,524338,8
2020-07-31,Albert Einstein,32.25,DE-BW,521913,21
2020-08-31,Albert Einstein,33.0,DE-BW,510842,50
2020-09-30,Albert Einstein,36.75,DE-BW,552640,30
2020-10-31,Albert Einstein,35.75,DE-BW,534873,28
2020-11-30,Albert Einstein,32.8,DE-BW,493786,43
2020-12-31,Albert Einstein,30.5,DE-BW,488611,22
2016-01-31,Emma Watson,16.6,UK-LDN,518763,12
2016-02-29,Emma Watson,15.5,UK-LDN,401194,10
2016-03-31,Emma Watson,13.5,UK-LDN,374452,3
2016-04-30,Emma Watson,14.75,UK-LDN,403750,8
2016-05-31,Emma Watson,18.0,UK-LDN,544212,29
2016-06-30,Emma Watson,15.25,UK-LDN,392626,7
2016-07-31,Emma Watson,15.4,UK-LDN,449764,6
2016-08-31,Emma Watson,13.0,UK-LDN,406414,4
2016-09-30,Emma Watson,15.25,UK-LDN,464036,10
2016-10-31,Emma Watson,13.8,UK-LDN,419907,4
2016-11-30,Emma Watson,16.5,UK-LDN,601048,8
2016-12-31,Emma Watson,14.5,UK-LDN,528818,7
2017-01-31,Emma Watson,18.0,UK-LDN,648606,8
2017-02-28,Emma Watson,20.5,UK-LDN,587491,18
2017-03-31,Emma Watson,69.75,UK-LDN,1530836,39
2017-04-30,Emma Watson,23.6,UK-LDN,790985,37
2017-05-31,Emma Watson,16.5,UK-LDN,531202,15
2017-06-30,Emma Watson,16.0,UK-LDN,515196,13
2017-07-31,Emma Watson,15.0,UK-LDN,492544,10
2017-08-31,Emma Watson,12.75,UK-LDN,401810,8
2017-09-30,Emma Watson,11.75,UK-LDN,397557,6
2017-10-31,Emma Watson,11.6,UK-LDN,386305,8
2017-11-30,Emma Watson,11.75,UK-LDN,362050,10
2017-12-31,Emma Watson,13.4,UK-LDN,454222,17
2018-01-31,Emma Watson,12.75,UK-LDN,534202,15
2018-02-28,Emma Watson,10.5,UK-LDN,343593,10
2018-03-31,Emma Watson,12.5,UK-LDN,392995,15
2018-04-30,Emma Watson,10.0,UK-LDN,355700,10
2018-05-31,Emma Watson,8.75,UK-LDN,331129,3
2018-06-30,Emma Watson,8.75,UK-LDN,303970,4
2018-07-31,Emma Watson,9.4,UK-LDN,378213,15
2018-08-31,Emma Watson,9.0,UK-LDN,340365,15
2018-09-30,Emma Watson,8.6,UK-LDN,348607,6
2018-10-31,Emma Watson,9.5,UK-LDN,349329,31
2018-11-30,Emma Watson,10.75,UK-LDN,404159,17
2018-12-31,Emma Watson,10.6,UK-LDN,414761,8
2019-01-31,Emma Watson,9.25,UK-LDN,438933,18
2019-02-28,Emma Watson,8.75,UK-LDN,333853,10
2019-03-31,Emma Watson,8.2,UK-LDN,355753,3
2019-04-30,Emma Watson,9.0,UK-LDN,327185,8
2019-05-31,Emma Watson,7.5,UK-LDN,307316,6
2019-06-30,Emma Watson,8.2,UK-LDN,292511,6
2019-07-31,Emma Watson,8.0,UK-LDN,318876,5
2019-08-31,Emma Watson,9.5,UK-LDN,363787,23
2019-09-30,Emma Watson,7.2,UK-LDN,310691,10
2019-10-31,Emma Watson,7.5,UK-LDN,300394,4
2019-11-30,Emma Watson,10.25,UK-LDN,431749,28
2019-12-31,Emma Watson,10.4,UK-LDN,440177,31
2020-01-31,Emma Watson,8.75,UK-LDN,427214,11
2020-02-29,Emma Watson,7.75,UK-LDN,302583,20
2020-03-31,Emma Watson,9.6,UK-LDN,382820,9
2020-04-30,Emma Watson,15.75,UK-LDN,661559,12
2020-05-31,Emma Watson,11.8,UK-LDN,470293,6
2020-06-30,Emma Watson,10.75,UK-LDN,414220,36
2020-07-31,Emma Watson,9.5,UK-LDN,387207,12
2020-08-31,Emma Watson,10.0,UK-LDN,422260,9
2020-09-30,Emma Watson,12.5,UK-LDN,458134,13
2020-10-31,Emma Watson,10.75,UK-LDN,433772,17
2020-11-30,Emma Watson,11.6,UK-LDN,460345,10
2020-12-31,Emma Watson,13.25,UK-LDN,496808,117
