date,name,relative_popularity,nationality,page_views,edits
2016-07-31,William Shakespeare,20.2,UK-LDN,372517,1
2016-08-31,William Shakespeare,16.25,UK-LDN,344529,5
2016-09-30,William Shakespeare,19.5,UK-LDN,416260,16
2016-10-31,William Shakespeare,21.2,UK-LDN,492545,7
2016-11-30,William Shakespeare,21.0,UK-LDN,511842,2
2016-12-31,William Shakespeare,18.5,UK-LDN,447118,4
2017-01-31,William Shakespeare,22.4,UK-LDN,565863,14
2017-02-28,William Shakespeare,23.5,UK-LDN,465552,11
2017-03-31,William Shakespeare,23.5,UK-LDN,488101,2
2017-04-30,William Shakespeare,24.4,UK-LDN,505791,11
2017-05-31,William Shakespeare,22.5,UK-LDN,496308,1
2017-06-30,William Shakespeare,19.0,UK-LDN,550587,7
2017-07-31,William Shakespeare,16.8,UK-LDN,510510,20
2017-08-31,William Shakespeare,15.25,UK-LDN,356585,4
2017-09-30,William Shakespeare,17.25,UK-LDN,408290,7
2017-10-31,William Shakespeare,20.0,UK-LDN,453813,8
2017-11-30,William Shakespeare,19.75,UK-LDN,448948,4
2017-12-31,William Shakespeare,16.6,UK-LDN,378879,390
2018-01-31,William Shakespeare,20.75,UK-LDN,501524,85
2018-02-28,William Shakespeare,20.75,UK-LDN,432177,26
2018-03-31,William Shakespeare,20.0,UK-LDN,433339,5
2018-04-30,William Shakespeare,22.2,UK-LDN,518001,14
2018-05-31,William Shakespeare,21.25,UK-LDN,474350,3
2018-06-30,William Shakespeare,16.75,UK-LDN,444875,11
2018-07-31,William Shakespeare,15.6,UK-LDN,382681,5
2018-08-31,William Shakespeare,16.5,UK-LDN,341988,7
2018-09-30,William Shakespeare,16.8,UK-LDN,391867,10
2018-10-31,William Shakespeare,17.25,UK-LDN,494613,8
2018-11-30,William Shakespeare,18.25,UK-LDN,437446,11
2018-12-31,William Shakespeare,15.2,UK-LDN,374024,3
2019-01-31,William Shakespeare,19.25,UK-LDN,493702,4
2019-02-28,William Shakespeare,20.25,UK-LDN,429705,4
2019-03-31,William Shakespeare,20.6,UK-LDN,412699,0
2019-04-30,William Shakespeare,21.5,UK-LDN,452763,5
2019-05-31,William Shakespeare,19.0,UK-LDN,433274,9
2019-06-30,William Shakespeare,15.6,UK-LDN,431481,6
2019-07-31,William Shakespeare,16.0,UK-LDN,350103,11
2019-08-31,William Shakespeare,14.5,UK-LDN,337643,7
2019-09-30,William Shakespeare,15.6,UK-LDN,397274,3
2019-10-31,William Shakespeare,16.5,UK-LDN,442788,4
2019-11-30,William Shakespeare,17.25,UK-LDN,424198,9
2019-12-31,William Shakespeare,13.6,UK-LDN,347505,3
2020-01-31,William Shakespeare,18.25,UK-LDN,451462,2
2020-02-29,William Shakespeare,19.25,UK-LDN,399870,1
2020-03-31,William Shakespeare,18.0,UK-LDN,394130,3
2020-04-30,William Shakespeare,20.5,UK-LDN,504643,6
2020-05-31,William Shakespeare,17.6,UK-LDN,401252,5
2020-06-30,William Shakespeare,13.75,UK-LDN,322718,10
2020-07-31,William Shakespeare,11.75,UK-LDN,276543,5
2020-08-31,William Shakespeare,11.4,UK-LDN,282424,3
2020-09-30,William Shakespeare,14.25,UK-LDN,348995,6
2020-10-31,William Shakespeare,13.0,UK-LDN,375182,7
2020-11-30,William Shakespeare,13.4,UK-LDN,442484,9
2020-12-31,William Shakespeare,14.0,UK-LDN,442498,12
2016-01-31,Leonardo da Vinci,42.0,IT,418052,23
2016-02-29,Leonardo da Vinci,45.0,IT,366649,8
2016-03-31,Leonardo da Vinci,42.5,IT,376098,20
2016-04-30,Leonardo da Vinci,46.0,IT,391692,9
2016-05-31,Leonardo da Vinci,44.0,IT,389373,4
2016-06-30,Leonardo da Vinci,35.5,IT,288063,9
2016-07-31,Leonardo da Vinci,29.0,IT,243386,13
2016-08-31,Leonardo da Vinci,31.75,IT,272222,17
2016-09-30,Leonardo da Vinci,39.75,IT,348170,5
2016-10-31,Leonardo da Vinci,45.0,IT,372526,6
2016-11-30,Leonardo da Vinci,38.75,IT,360340,11
2016-12-31,Leonardo da Vinci,33.5,IT,340076,2
2017-01-31,Leonardo da Vinci,36.0,IT,386567,7
2017-02-28,Leonardo da Vinci,37.5,IT,358147,7
2017-03-31,Leonardo da Vinci,38.0,IT,374039,4
2017-04-30,Leonardo da Vinci,38.6,IT,351953,6
2017-05-31,Leonardo da Vinci,37.0,IT,360036,3
2017-06-30,Leonardo da Vinci,29.75,IT,262536,20
2017-07-31,Leonardo da Vinci,26.2,IT,242861,6
2017-08-31,Leonardo da Vinci,29.75,IT,271127,15
2017-09-30,Leonardo da Vinci,36.0,IT,317289,6
2017-10-31,Leonardo da Vinci,41.8,IT,397376,0
2017-11-30,Leonardo da Vinci,56.5,IT,550456,33
2017-12-31,Leonardo da Vinci,35.2,IT,332396,6
2018-01-31,Leonardo da Vinci,38.75,IT,359100,8
2018-02-28,Leonardo da Vinci,37.5,IT,320867,3
2018-03-31,Leonardo da Vinci,39.0,IT,348894,15
2018-04-30,Leonardo da Vinci,38.4,IT,348678,8
2018-05-31,Leonardo da Vinci,36.25,IT,366983,8
2018-06-30,Leonardo da Vinci,29.0,IT,282207,3
2018-07-31,Leonardo da Vinci,25.2,IT,262171,3
2018-08-31,Leonardo da Vinci,29.5,IT,286974,6
2018-09-30,Leonardo da Vinci,42.8,IT,336934,13
2018-10-31,Leonardo da Vinci,35.75,IT,350639,18
2018-11-30,Leonardo da Vinci,34.75,IT,325843,37
2018-12-31,Leonardo da Vinci,32.2,IT,285236,9
2019-01-31,Leonardo da Vinci,38.25,IT,356643,31
2019-02-28,Leonardo da Vinci,43.5,IT,339966,14
2019-03-31,Leonardo da Vinci,43.4,IT,336293,19
2019-04-30,Leonardo da Vinci,54.25,IT,375518,9
2019-05-31,Leonardo da Vinci,47.0,IT,448290,97
2019-06-30,Leonardo da Vinci,34.8,IT,272902,32
2019-07-31,Leonardo da Vinci,29.25,IT,260313,13
2019-08-31,Leonardo da Vinci,34.5,IT,249728,23
2019-09-30,Leonardo da Vinci,39.8,IT,279099,18
2019-10-31,Leonardo da Vinci,48.5,IT,355475,42
2019-11-30,Leonardo da Vinci,46.25,IT,304868,13
2019-12-31,Leonardo da Vinci,36.2,IT,235948,24
2020-01-31,Leonardo da Vinci,38.75,IT,261172,10
2020-02-29,Leonardo da Vinci,39.75,IT,248013,14
2020-03-31,Leonardo da Vinci,36.6,IT,257896,28
2020-04-30,Leonardo da Vinci,54.25,IT,316377,6
2020-05-31,Leonardo da Vinci,39.6,IT,310213,16
2020-06-30,Leonardo da Vinci,28.75,IT,221906,15
2020-07-31,Leonardo da Vinci,26.75,IT,209362,58
2020-08-31,Leonardo da Vinci,31.0,IT,230980,20
2020-09-30,Leonardo da Vinci,34.5,IT,249446,53
2020-10-31,Leonardo da Vinci,31.75,IT,268122,16
2020-11-30,Leonardo da Vinci,29.6,IT,261306,16
2020-12-31,Leonardo da Vinci,27.5,IT,252163,22
2016-01-31,Michael Jackson,27.2,US-IN,677423,54
2016-02-29,Michael Jackson,28.25,US-IN,793961,44
2016-03-31,Michael Jackson,25.75,US-IN,731802,48
2016-04-30,Michael Jackson,31.75,US-IN,1032009,59
2016-05-31,Michael Jackson,26.4,US-IN,700047,47
2016-06-30,Michael Jackson,33.0,US-IN,712850,44
2016-07-31,Michael Jackson,24.6,US-IN,549512,20
2016-08-31,Michael Jackson,24.25,US-IN,652715,70
2016-09-30,Michael Jackson,24.25,US-IN,568720,40
2016-10-31,Michael Jackson,23.6,US-IN,603707,18
2016-11-30,Michael Jackson,21.5,US-IN,588589,47
2016-12-31,Michael Jackson,24.25,US-IN,754283,9
2017-01-31,Michael Jackson,24.8,US-IN,833350,68
2017-02-28,Michael Jackson,25.25,US-IN,736937,17
2017-03-31,Michael Jackson,23.5,US-IN,754572,40
2017-04-30,Michael Jackson,22.4,US-IN,607109,53
2017-05-31,Michael Jackson,26.0,US-IN,776555,41
2017-06-30,Michael Jackson,26.25,US-IN,733047,22
2017-07-31,Michael Jackson,23.8,US-IN,626438,45
2017-08-31,Michael Jackson,26.0,US-IN,743497,21
2017-09-30,Michael Jackson,22.25,US-IN,606184,43
2017-10-31,Michael Jackson,23.8,US-IN,658713,25
2017-11-30,Michael Jackson,22.75,US-IN,668358,17
2017-12-31,Michael Jackson,22.8,US-IN,655727,26
2018-01-31,Michael Jackson,21.75,US-IN,709445,11
2018-02-28,Michael Jackson,22.0,US-IN,701627,12
2018-03-31,Michael Jackson,22.0,US-IN,712339,13
2018-04-30,Michael Jackson,22.4,US-IN,670916,24
2018-05-31,Michael Jackson,23.75,US-IN,773454,30
2018-06-30,Michael Jackson,27.25,US-IN,910362,17
2018-07-31,Michael Jackson,24.4,US-IN,714326,17
2018-08-31,Michael Jackson,33.25,US-IN,995478,18
2018-09-30,Michael Jackson,24.0,US-IN,687270,18
2018-10-31,Michael Jackson,24.25,US-IN,648705,19
2018-11-30,Michael Jackson,24.25,US-IN,692216,65
2018-12-31,Michael Jackson,24.8,US-IN,730227,27
2019-01-31,Michael Jackson,26.75,US-IN,841013,66
2019-02-28,Michael Jackson,27.75,US-IN,842082,154
2019-03-31,Michael Jackson,61.6,US-IN,2458886,280
2019-04-30,Michael Jackson,25.5,US-IN,659009,0
2019-05-31,Michael Jackson,22.75,US-IN,604227,0
2019-06-30,Michael Jackson,25.2,US-IN,732783,0
2019-07-31,Michael Jackson,20.5,US-IN,556577,0
2019-08-31,Michael Jackson,21.75,US-IN,565808,0
2019-09-30,Michael Jackson,19.4,US-IN,537169,0
2019-10-31,Michael Jackson,20.0,US-IN,535304,0
2019-11-30,Michael Jackson,19.5,US-IN,573065,0
2019-12-31,Michael Jackson,20.0,US-IN,552278,0
2020-01-31,Michael Jackson,18.25,US-IN,585985,54
2020-02-29,Michael Jackson,20.0,US-IN,564881,33
2020-03-31,Michael Jackson,18.8,US-IN,535932,16
2020-04-30,Michael Jackson,22.5,US-IN,681565,18
2020-05-31,Michael Jackson,24.4,US-IN,664579,44
2020-06-30,Michael Jackson,22.75,US-IN,718631,41
2020-07-31,Michael Jackson,21.0,US-IN,667924,28
2020-08-31,Michael Jackson,20.2,US-IN,670757,11
2020-09-30,Michael Jackson,18.0,US-IN,593832,12
2020-10-31,Michael Jackson,18.75,US-IN,622260,46
2020-11-30,Michael Jackson,18.4,US-IN,677397,29
2020-12-31,Michael Jackson,21.75,US-IN,759487,26
2016-01-31,Beyoncé,11.6,US-TX,405591,33
2016-02-29,Beyoncé,40.25,US-TX,1168642,74
2016-03-31,Beyoncé,12.75,US-TX,449367,23
2016-04-30,Beyoncé,35.0,US-TX,1141721,63
2016-05-31,Beyoncé,24.0,US-TX,867962,38
2016-06-30,Beyoncé,17.25,US-TX,538051,27
2016-07-31,Beyoncé,15.4,US-TX,506011,55
2016-08-31,Beyoncé,14.5,US-TX,560245,25
2016-09-30,Beyoncé,14.0,US-TX,724228,25
2016-10-31,Beyoncé,12.8,US-TX,526744,46
2016-11-30,Beyoncé,11.0,US-TX,586130,43
2016-12-31,Beyoncé,9.25,US-TX,497783,48
2017-01-31,Beyoncé,14.8,US-TX,506743,29
2017-02-28,Beyoncé,19.0,US-TX,1874978,55
2017-03-31,Beyoncé,9.0,US-TX,543582,21
2017-04-30,Beyoncé,9.0,US-TX,509870,40
2017-05-31,Beyoncé,8.75,US-TX,501925,16
2017-06-30,Beyoncé,15.0,US-TX,707500,67
2017-07-31,Beyoncé,11.8,US-TX,744887,107
2017-08-31,Beyoncé,7.75,US-TX,413415,32
2017-09-30,Beyoncé,8.25,US-TX,466049,26
2017-10-31,Beyoncé,7.2,US-TX,382547,31
2017-11-30,Beyoncé,8.5,US-TX,460724,53
2017-12-31,Beyoncé,8.4,US-TX,476463,23
2018-01-31,Beyoncé,7.75,US-TX,520971,38
2018-02-28,Beyoncé,7.25,US-TX,413212,47
2018-03-31,Beyoncé,11.25,US-TX,454920,43
2018-04-30,Beyoncé,11.4,US-TX,668219,57
2018-05-31,Beyoncé,7.25,US-TX,417659,20
2018-06-30,Beyoncé,12.25,US-TX,625798,66
2018-07-31,Beyoncé,9.2,US-TX,481449,14
2018-08-31,Beyoncé,8.25,US-TX,475665,31
2018-09-30,Beyoncé,7.2,US-TX,449625,17
2018-10-31,Beyoncé,5.75,US-TX,345753,16
2018-11-30,Beyoncé,5.25,US-TX,415903,23
2018-12-31,Beyoncé,6.2,US-TX,454406,16
2019-01-31,Beyoncé,5.25,US-TX,449441,38
2019-02-28,Beyoncé,6.0,US-TX,414101,14
2019-03-31,Beyoncé,5.0,US-TX,384624,19
2019-04-30,Beyoncé,10.75,US-TX,951168,104
2019-05-31,Beyoncé,5.75,US-TX,503274,39
2019-06-30,Beyoncé,5.8,US-TX,438808,23
2019-07-31,Beyoncé,9.5,US-TX,616388,48
2019-08-31,Beyoncé,6.0,US-TX,442669,30
2019-09-30,Beyoncé,5.6,US-TX,422610,30
2019-10-31,Beyoncé,5.0,US-TX,346784,25
2019-11-30,Beyoncé,4.25,US-TX,321133,15
2019-12-31,Beyoncé,5.0,US-TX,378048,25
2020-01-31,Beyoncé,5.75,US-TX,419671,17
2020-02-29,Beyoncé,5.75,US-TX,406045,25
2020-03-31,Beyoncé,4.2,US-TX,331355,30
2020-04-30,Beyoncé,5.5,US-TX,430830,20
2020-05-31,Beyoncé,5.0,US-TX,434518,61
2020-06-30,Beyoncé,5.75,US-TX,559688,56
2020-07-31,Beyoncé,6.0,US-TX,522167,32
2020-08-31,Beyoncé,6.0,US-TX,513805,56
2020-09-30,Beyoncé,4.75,US-TX,432153,24
2020-10-31,Beyoncé,4.0,US-TX,329602,43
2020-11-30,Beyoncé,4.2,US-TX,368421,49
2020-12-31,Beyoncé,4.25,US-TX,342533,30
