date,name,relative_popularity,nationality,page_views,edits
2020-04-30,Deepika Padukone,10.75,IN-MH,277452,12
2020-05-31,Deepika Padukone,9.6,IN-MH,297954,7
2020-06-30,Deepika Padukone,10.0,IN-MH,262486,9
2020-07-31,Deepika Padukone,10.25,IN-MH,253344,5
2020-08-31,Deepika Padukone,8.6,IN-MH,189164,16
2020-09-30,Deepika Padukone,22.0,IN-MH,363013,36
2020-10-31,Deepika Padukone,9.5,IN-MH,177182,1
2020-11-30,Deepika Padukone,8.4,IN-MH,155767,16
2020-12-31,Deepika Padukone,9.0,IN-MH,157544,1
2016-01-31,Aishwarya Rai Bachchan,33.0,,277877,60
2016-02-29,Aishwarya Rai Bachchan,30.75,,250096,86
2016-03-31,Aishwarya Rai Bachchan,29.5,,232371,60
2016-04-30,Aishwarya Rai Bachchan,33.5,,270387,134
2016-05-31,Aishwarya Rai Bachchan,45.2,,386813,64
2016-06-30,Aishwarya Rai Bachchan,32.0,,63624,72
2016-07-31,Aishwarya Rai Bachchan,34.0,,31342,24
2016-08-31,Aishwarya Rai Bachchan,32.0,,36448,0
2016-09-30,Aishwarya Rai Bachchan,40.0,,51852,0
2016-10-31,Aishwarya Rai Bachchan,48.4,,59902,0
2016-11-30,Aishwarya Rai Bachchan,37.5,,48574,0
2016-12-31,Aishwarya Rai Bachchan,39.75,,33312,0
2017-01-31,Aishwarya Rai Bachchan,31.0,,30753,14
2017-02-28,Aishwarya Rai Bachchan,27.25,,21253,7
2017-03-31,Aishwarya Rai Bachchan,36.0,,23756,93
2017-04-30,Aishwarya Rai Bachchan,28.2,,21646,45
2017-05-31,Aishwarya Rai Bachchan,39.0,,22005,5
2017-06-30,Aishwarya Rai Bachchan,30.5,,17811,6
2017-07-31,Aishwarya Rai Bachchan,29.2,,19252,5
2017-08-31,Aishwarya Rai Bachchan,30.5,,16030,5
2017-09-30,Aishwarya Rai Bachchan,25.0,,12378,5
2017-10-31,Aishwarya Rai Bachchan,28.6,,13401,4
2017-11-30,Aishwarya Rai Bachchan,29.0,,15109,6
2017-12-31,Aishwarya Rai Bachchan,30.0,,15325,0
2018-01-31,Aishwarya Rai Bachchan,26.25,,15832,10
2018-02-28,Aishwarya Rai Bachchan,24.75,,13762,15
2018-03-31,Aishwarya Rai Bachchan,27.0,,13998,1
2018-04-30,Aishwarya Rai Bachchan,28.6,,11710,92
2018-05-31,Aishwarya Rai Bachchan,36.0,,11003,50
2018-06-30,Aishwarya Rai Bachchan,29.0,,11028,23
2018-07-31,Aishwarya Rai Bachchan,33.2,,14698,19
2018-08-31,Aishwarya Rai Bachchan,34.25,,17001,12
2018-09-30,Aishwarya Rai Bachchan,33.4,,9209,6
2018-10-31,Aishwarya Rai Bachchan,38.5,,14323,3
2018-11-30,Aishwarya Rai Bachchan,35.25,,17586,2
2018-12-31,Aishwarya Rai Bachchan,35.6,,12067,7
2019-01-31,Aishwarya Rai Bachchan,31.25,,12654,7
2019-02-28,Aishwarya Rai Bachchan,27.25,,9980,0
2019-03-31,Aishwarya Rai Bachchan,29.4,,10303,7
2019-04-30,Aishwarya Rai Bachchan,29.75,,14076,10
2019-05-31,Aishwarya Rai Bachchan,35.5,,17807,3
2019-06-30,Aishwarya Rai Bachchan,29.0,,17269,6
2019-07-31,Aishwarya Rai Bachchan,28.5,,22175,7
2019-08-31,Aishwarya Rai Bachchan,26.5,,22587,3
2019-09-30,Aishwarya Rai Bachchan,25.2,,20374,10
2019-10-31,Aishwarya Rai Bachchan,29.0,,21615,17
2019-11-30,Aishwarya Rai Bachchan,28.0,,22862,4
2019-12-31,Aishwarya Rai Bachchan,24.4,,26143,4
2020-01-31,Aishwarya Rai Bachchan,23.0,,29541,3
2020-02-29,Aishwarya Rai Bachchan,22.75,,23256,4
2020-03-31,Aishwarya Rai Bachchan,21.8,,29016,7
2020-04-30,Aishwarya Rai Bachchan,26.0,,107182,6
2020-05-31,Aishwarya Rai Bachchan,25.0,,304376,3
2020-06-30,Aishwarya Rai Bachchan,25.75,,248088,8
2020-07-31,Aishwarya Rai Bachchan,51.75,,502472,16
2020-08-31,Aishwarya Rai Bachchan,25.2,,216860,3
2020-09-30,Aishwarya Rai Bachchan,22.75,,171109,10
2020-10-31,Aishwarya Rai Bachchan,21.0,,156465,17
2020-11-30,Aishwarya Rai Bachchan,22.2,,188530,2
2020-12-31,Aishwarya Rai Bachchan,21.0,,157500,5
2016-01-31,Shreya Ghoshal,72.8,IN-WB,123450,37
2016-02-29,Shreya Ghoshal,77.75,IN-WB,125913,61
2016-03-31,Shreya Ghoshal,89.0,IN-WB,217969,42
2016-04-30,Shreya Ghoshal,74.75,IN-WB,157213,51
2016-05-31,Shreya Ghoshal,68.4,IN-WB,114396,65
2016-06-30,Shreya Ghoshal,68.5,IN-WB,207637,70
2016-07-31,Shreya Ghoshal,76.8,IN-WB,142434,76
2016-08-31,Shreya Ghoshal,77.0,IN-WB,134113,98
2016-09-30,Shreya Ghoshal,72.25,IN-WB,99782,0
2016-10-31,Shreya Ghoshal,73.0,IN-WB,97520,0
2016-11-30,Shreya Ghoshal,68.0,IN-WB,85384,0
2016-12-31,Shreya Ghoshal,76.0,IN-WB,96985,0
2017-01-31,Shreya Ghoshal,77.0,IN-WB,120784,31
2017-02-28,Shreya Ghoshal,76.0,IN-WB,97853,40
2017-03-31,Shreya Ghoshal,87.25,IN-WB,140544,87
2017-04-30,Shreya Ghoshal,77.8,IN-WB,106841,40
2017-05-31,Shreya Ghoshal,70.0,IN-WB,90416,48
2017-06-30,Shreya Ghoshal,71.75,IN-WB,90102,33
2017-07-31,Shreya Ghoshal,83.0,IN-WB,90843,101
2017-08-31,Shreya Ghoshal,80.75,IN-WB,98432,34
2017-09-30,Shreya Ghoshal,61.5,IN-WB,86827,40
2017-10-31,Shreya Ghoshal,53.2,IN-WB,86279,46
2017-11-30,Shreya Ghoshal,53.25,IN-WB,86040,0
2017-12-31,Shreya Ghoshal,51.8,IN-WB,82520,0
2018-01-31,Shreya Ghoshal,48.5,IN-WB,95640,22
2018-02-28,Shreya Ghoshal,49.5,IN-WB,97409,31
2018-03-31,Shreya Ghoshal,59.25,IN-WB,137597,64
2018-04-30,Shreya Ghoshal,47.8,IN-WB,89723,32
2018-05-31,Shreya Ghoshal,47.25,IN-WB,85939,25
2018-06-30,Shreya Ghoshal,48.0,IN-WB,82081,35
2018-07-31,Shreya Ghoshal,50.0,IN-WB,102768,11
2018-08-31,Shreya Ghoshal,51.25,IN-WB,94750,21
2018-09-30,Shreya Ghoshal,51.8,IN-WB,85742,18
2018-10-31,Shreya Ghoshal,51.75,IN-WB,90254,15
2018-11-30,Shreya Ghoshal,52.5,IN-WB,81227,9
2018-12-31,Shreya Ghoshal,52.2,IN-WB,84990,32
2019-01-31,Shreya Ghoshal,47.0,IN-WB,87396,22
2019-02-28,Shreya Ghoshal,41.0,IN-WB,70533,17
2019-03-31,Shreya Ghoshal,52.2,IN-WB,113965,33
2019-04-30,Shreya Ghoshal,47.75,IN-WB,84236,12
2019-05-31,Shreya Ghoshal,44.5,IN-WB,95387,14
2019-06-30,Shreya Ghoshal,46.4,IN-WB,67061,9
2019-07-31,Shreya Ghoshal,46.5,IN-WB,86069,9
2019-08-31,Shreya Ghoshal,45.75,IN-WB,76530,32
2019-09-30,Shreya Ghoshal,43.4,IN-WB,83150,15
2019-10-31,Shreya Ghoshal,35.75,IN-WB,82383,21
2019-11-30,Shreya Ghoshal,32.25,IN-WB,61371,11
2019-12-31,Shreya Ghoshal,32.2,IN-WB,62691,65
2020-01-31,Shreya Ghoshal,35.0,IN-WB,89405,13
2020-02-29,Shreya Ghoshal,34.75,IN-WB,85191,30
2020-03-31,Shreya Ghoshal,36.4,IN-WB,118311,32
2020-04-30,Shreya Ghoshal,36.0,IN-WB,127362,12
2020-05-31,Shreya Ghoshal,30.8,IN-WB,86010,13
2020-06-30,Shreya Ghoshal,32.25,IN-WB,83205,12
2020-07-31,Shreya Ghoshal,36.0,IN-WB,110503,19
2020-08-31,Shreya Ghoshal,31.4,IN-WB,85788,13
2020-09-30,Shreya Ghoshal,32.75,IN-WB,95431,19
2020-10-31,Shreya Ghoshal,31.0,IN-WB,100130,24
2020-11-30,Shreya Ghoshal,27.6,IN-WB,74966,10
2020-12-31,Shreya Ghoshal,28.75,IN-WB,76798,15
2016-01-31,Kiren Rijiju,5.0,IN-AP,8600,0
2016-02-29,Kiren Rijiju,6.25,IN-AP,10638,4
2016-03-31,Kiren Rijiju,5.5,IN-AP,6984,2
2016-04-30,Kiren Rijiju,3.0,IN-AP,5154,0
2016-05-31,Kiren Rijiju,6.4,IN-AP,11335,2
2016-06-30,Kiren Rijiju,4.25,IN-AP,7112,1
2016-07-31,Kiren Rijiju,5.2,IN-AP,12171,1
2016-08-31,Kiren Rijiju,5.5,IN-AP,7292,3
2016-09-30,Kiren Rijiju,4.75,IN-AP,6354,1
2016-10-31,Kiren Rijiju,5.8,IN-AP,7007,3
2016-11-30,Kiren Rijiju,4.5,IN-AP,7258,2
2016-12-31,Kiren Rijiju,29.5,IN-AP,21644,1
2017-01-31,Kiren Rijiju,4.8,IN-AP,7011,4
2017-02-28,Kiren Rijiju,18.25,IN-AP,16388,3
2017-03-31,Kiren Rijiju,6.75,IN-AP,14348,1
2017-04-30,Kiren Rijiju,7.4,IN-AP,11554,2
2017-05-31,Kiren Rijiju,6.5,IN-AP,6965,1
2017-06-30,Kiren Rijiju,5.0,IN-AP,5849,1
2017-07-31,Kiren Rijiju,8.0,IN-AP,8671,5
2017-08-31,Kiren Rijiju,5.75,IN-AP,9165,19
2017-09-30,Kiren Rijiju,7.5,IN-AP,11739,7
2017-10-31,Kiren Rijiju,4.0,IN-AP,6428,11
2017-11-30,Kiren Rijiju,3.5,IN-AP,5993,1
2017-12-31,Kiren Rijiju,5.2,IN-AP,7009,3
2018-01-31,Kiren Rijiju,5.25,IN-AP,7789,8
2018-02-28,Kiren Rijiju,12.75,IN-AP,7457,9
2018-03-31,Kiren Rijiju,5.25,IN-AP,13556,2
2018-04-30,Kiren Rijiju,2.2,IN-AP,3528,2
2018-05-31,Kiren Rijiju,6.25,IN-AP,7909,0
2018-06-30,Kiren Rijiju,4.25,IN-AP,4741,0
2018-07-31,Kiren Rijiju,6.8,IN-AP,7703,1
2018-08-31,Kiren Rijiju,6.25,IN-AP,9636,2
2018-09-30,Kiren Rijiju,9.8,IN-AP,5175,3
2018-10-31,Kiren Rijiju,4.75,IN-AP,13779,0
2018-11-30,Kiren Rijiju,7.25,IN-AP,6491,0
2018-12-31,Kiren Rijiju,4.6,IN-AP,5936,0
2019-01-31,Kiren Rijiju,4.0,IN-AP,5299,1
2019-02-28,Kiren Rijiju,6.25,IN-AP,6407,0
2019-03-31,Kiren Rijiju,7.8,IN-AP,8204,0
2019-04-30,Kiren Rijiju,4.0,IN-AP,5765,0
2019-05-31,Kiren Rijiju,30.0,IN-AP,29981,19
2019-06-30,Kiren Rijiju,13.8,IN-AP,28807,14
2019-07-31,Kiren Rijiju,12.0,IN-AP,17484,0
2019-08-31,Kiren Rijiju,16.0,IN-AP,19161,15
2019-09-30,Kiren Rijiju,11.8,IN-AP,12535,2
2019-10-31,Kiren Rijiju,7.5,IN-AP,10420,3
2019-11-30,Kiren Rijiju,7.75,IN-AP,9275,0
2019-12-31,Kiren Rijiju,6.6,IN-AP,9853,1
2020-01-31,Kiren Rijiju,7.0,IN-AP,9386,3
2020-02-29,Kiren Rijiju,9.5,IN-AP,10250,7
2020-03-31,Kiren Rijiju,5.8,IN-AP,8839,4
2020-04-30,Kiren Rijiju,4.25,IN-AP,7504,1
2020-05-31,Kiren Rijiju,6.6,IN-AP,10364,2
2020-06-30,Kiren Rijiju,5.25,IN-AP,7054,0
2020-07-31,Kiren Rijiju,5.75,IN-AP,8427,0
2020-08-31,Kiren Rijiju,5.2,IN-AP,8328,2
2020-09-30,Kiren Rijiju,6.25,IN-AP,8394,1
2020-10-31,Kiren Rijiju,5.25,IN-AP,6773,1
2020-11-30,Kiren Rijiju,5.8,IN-AP,7356,2
2020-12-31,Kiren Rijiju,6.0,IN-AP,8728,5
2016-01-31,Priyanka Chopra,10.4,IN-BR,512382,103
2016-02-29,Priyanka Chopra,13.25,IN-BR,463612,66
2016-03-31,Priyanka Chopra,11.25,IN-BR,689521,47
2016-04-30,Priyanka Chopra,11.25,IN-BR,501373,68
2016-05-31,Priyanka Chopra,11.4,IN-BR,472921,17
2016-06-30,Priyanka Chopra,10.25,IN-BR,378098,35
2016-07-31,Priyanka Chopra,11.8,IN-BR,406154,28
2016-08-31,Priyanka Chopra,9.75,IN-BR,339445,34
2016-09-30,Priyanka Chopra,12.0,IN-BR,550862,41
2016-10-31,Priyanka Chopra,11.2,IN-BR,424825,21
2016-11-30,Priyanka Chopra,8.75,IN-BR,371288,40
2016-12-31,Priyanka Chopra,10.5,IN-BR,400370,0
2017-01-31,Priyanka Chopra,12.6,IN-BR,652799,33
2017-02-28,Priyanka Chopra,9.5,IN-BR,393563,22
2017-03-31,Priyanka Chopra,8.75,IN-BR,397885,9
2017-04-30,Priyanka Chopra,10.4,IN-BR,353647,11
2017-05-31,Priyanka Chopra,14.75,IN-BR,658713,36
2017-06-30,Priyanka Chopra,10.75,IN-BR,446339,43
2017-07-31,Priyanka Chopra,10.0,IN-BR,374920,14
2017-08-31,Priyanka Chopra,8.25,IN-BR,336653,14
2017-09-30,Priyanka Chopra,7.75,IN-BR,348729,5
2017-10-31,Priyanka Chopra,7.0,IN-BR,281510,8
2017-11-30,Priyanka Chopra,7.25,IN-BR,398420,16
2017-12-31,Priyanka Chopra,8.4,IN-BR,348900,19
2018-01-31,Priyanka Chopra,7.0,IN-BR,336702,3
2018-02-28,Priyanka Chopra,7.75,IN-BR,308153,3
2018-03-31,Priyanka Chopra,7.5,IN-BR,299518,13
2018-04-30,Priyanka Chopra,8.8,IN-BR,360767,7
2018-05-31,Priyanka Chopra,15.0,IN-BR,876193,12
2018-06-30,Priyanka Chopra,18.25,IN-BR,1177708,19
2018-07-31,Priyanka Chopra,18.6,IN-BR,1162784,84
2018-08-31,Priyanka Chopra,26.0,IN-BR,1897486,16
2018-09-30,Priyanka Chopra,13.8,IN-BR,675035,6
2018-10-31,Priyanka Chopra,14.25,IN-BR,474164,9
2018-11-30,Priyanka Chopra,19.25,IN-BR,789635,7
2018-12-31,Priyanka Chopra,37.8,IN-BR,3134108,90
2019-01-31,Priyanka Chopra,13.5,IN-BR,632861,12
2019-02-28,Priyanka Chopra,15.0,IN-BR,695140,10
2019-03-31,Priyanka Chopra,17.2,IN-BR,1169291,12
2019-04-30,Priyanka Chopra,13.25,IN-BR,541790,9
2019-05-31,Priyanka Chopra,17.0,IN-BR,888487,7
2019-06-30,Priyanka Chopra,13.4,IN-BR,740236,16
2019-07-31,Priyanka Chopra,12.25,IN-BR,568295,7
2019-08-31,Priyanka Chopra,12.5,IN-BR,514976,26
2019-09-30,Priyanka Chopra,10.8,IN-BR,475958,16
2019-10-31,Priyanka Chopra,10.5,IN-BR,512646,8
2019-11-30,Priyanka Chopra,9.75,IN-BR,367465,7
2019-12-31,Priyanka Chopra,10.8,IN-BR,409686,17
2020-01-31,Priyanka Chopra,13.25,IN-BR,594480,10
2020-02-29,Priyanka Chopra,10.75,IN-BR,522920,30
2020-03-31,Priyanka Chopra,9.0,IN-BR,519912,57
2020-04-30,Priyanka Chopra,9.25,IN-BR,483316,26
2020-05-31,Priyanka Chopra,9.8,IN-BR,403409,26
2020-06-30,Priyanka Chopra,10.0,IN-BR,409014,9
2020-07-31,Priyanka Chopra,11.25,IN-BR,535076,11
2020-08-31,Priyanka Chopra,9.4,IN-BR,387313,36
2020-09-30,Priyanka Chopra,9.0,IN-BR,313481,12
2020-10-31,Priyanka Chopra,8.75,IN-BR,336642,9
2020-11-30,Priyanka Chopra,8.4,IN-BR,346006,12
2020-12-31,Priyanka Chopra,9.0,IN-BR,417515,5
