date,name,relative_popularity,nationality,page_views,edits
2016-01-31,Deepika Padukone,25.0,IN-MH,548090,77
2016-02-29,Deepika Padukone,22.75,IN-MH,463212,31
2016-03-31,Deepika Padukone,21.75,IN-MH,360263,22
2016-04-30,Deepika Padukone,19.5,IN-MH,310387,7
2016-05-31,Deepika Padukone,20.2,IN-MH,319491,43
2016-06-30,Deepika Padukone,20.0,IN-MH,302429,22
2016-07-31,Deepika Padukone,24.4,IN-MH,380363,21
2016-08-31,Deepika Padukone,20.0,IN-MH,320611,15
2016-09-30,Deepika Padukone,18.5,IN-MH,291454,13
2016-10-31,Deepika Padukone,18.6,IN-MH,294538,16
2016-11-30,Deepika Padukone,17.25,IN-MH,310078,1
2016-12-31,Deepika Padukone,17.0,IN-MH,308191,19
2017-01-31,Deepika Padukone,26.0,IN-MH,665183,30
2017-02-28,Deepika Padukone,15.5,IN-MH,293248,20
2017-03-31,Deepika Padukone,16.0,IN-MH,319446,19
2017-04-30,Deepika Padukone,17.2,IN-MH,289849,21
2017-05-31,Deepika Padukone,19.0,IN-MH,340595,12
2017-06-30,Deepika Padukone,16.5,IN-MH,262176,17
2017-07-31,Deepika Padukone,15.2,IN-MH,267487,12
2017-08-31,Deepika Padukone,13.0,IN-MH,221340,2
2017-09-30,Deepika Padukone,11.5,IN-MH,208264,1
2017-10-31,Deepika Padukone,13.6,IN-MH,274687,15
2017-11-30,Deepika Padukone,17.5,IN-MH,369259,11
2017-12-31,Deepika Padukone,15.0,IN-MH,299400,16
2018-01-31,Deepika Padukone,16.0,IN-MH,473512,23
2018-02-28,Deepika Padukone,14.5,IN-MH,362843,89
2018-03-31,Deepika Padukone,14.0,IN-MH,313115,4
2018-04-30,Deepika Padukone,15.0,IN-MH,319847,15
2018-05-31,Deepika Padukone,16.0,IN-MH,319214,13
2018-06-30,Deepika Padukone,12.75,IN-MH,250182,17
2018-07-31,Deepika Padukone,12.2,IN-MH,234911,27
2018-08-31,Deepika Padukone,14.0,IN-MH,259509,21
2018-09-30,Deepika Padukone,12.4,IN-MH,198524,6
2018-10-31,Deepika Padukone,19.75,IN-MH,396136,11
2018-11-30,Deepika Padukone,56.0,IN-MH,1330138,51
2018-12-31,Deepika Padukone,24.6,IN-MH,547653,8
2019-01-31,Deepika Padukone,15.75,IN-MH,394213,13
2019-02-28,Deepika Padukone,11.75,IN-MH,241135,17
2019-03-31,Deepika Padukone,13.6,IN-MH,283890,14
2019-04-30,Deepika Padukone,12.75,IN-MH,264548,12
2019-05-31,Deepika Padukone,14.5,IN-MH,252683,11
2019-06-30,Deepika Padukone,11.4,IN-MH,222238,21
2019-07-31,Deepika Padukone,10.5,IN-MH,215920,6
2019-08-31,Deepika Padukone,10.0,IN-MH,200820,2
2019-09-30,Deepika Padukone,9.4,IN-MH,195003,2
2019-10-31,Deepika Padukone,10.5,IN-MH,204400,8
2019-11-30,Deepika Padukone,10.75,IN-MH,220026,2
2019-12-31,Deepika Padukone,12.2,IN-MH,255442,7
2020-01-31,Deepika Padukone,17.5,IN-MH,463559,48
2020-02-29,Deepika Padukone,9.0,IN-MH,170127,6
2020-03-31,Deepika Padukone,9.6,IN-MH,209104,2
