date,name,relative_popularity,nationality,page_views,edits,profession,popular
2019-09-30,Michael Jackson,19.4,US-IN,537169,0,Music,yes
2019-10-31,Michael Jackson,20.0,US-IN,535304,0,Music,yes
2019-11-30,Michael Jackson,19.5,US-IN,573065,0,Music,yes
2019-12-31,Michael Jackson,20.0,US-IN,552278,0,Music,yes
2020-01-31,Michael Jackson,18.25,US-IN,585985,54,Music,yes
2020-02-29,Michael Jackson,20.0,US-IN,564881,33,Music,yes
2020-03-31,Michael Jackson,18.8,US-IN,535932,16,Music,yes
2020-04-30,Michael Jackson,22.5,US-IN,681565,18,Music,yes
2020-05-31,Michael Jackson,24.4,US-IN,664579,44,Music,yes
2020-06-30,Michael Jackson,22.75,US-IN,718631,41,Music,yes
2020-07-31,Michael Jackson,21.0,US-IN,667924,28,Music,yes
2020-08-31,Michael Jackson,20.2,US-IN,670757,11,Music,yes
2020-09-30,Michael Jackson,18.0,US-IN,593832,12,Music,yes
2020-10-31,Michael Jackson,18.75,US-IN,622260,46,Music,yes
2020-11-30,Michael Jackson,18.4,US-IN,677397,29,Music,yes
2020-12-31,Michael Jackson,21.75,US-IN,759487,26,Music,yes
2016-01-31,Beyoncé,11.6,US-TX,405591,33,Music,yes
2016-02-29,Beyoncé,40.25,US-TX,1168642,74,Music,yes
2016-03-31,Beyoncé,12.75,US-TX,449367,23,Music,yes
2016-04-30,Beyoncé,35.0,US-TX,1141721,63,Music,yes
2016-05-31,Beyoncé,24.0,US-TX,867962,38,Music,yes
2016-06-30,Beyoncé,17.25,US-TX,538051,27,Music,yes
2016-07-31,Beyoncé,15.4,US-TX,506011,55,Music,yes
2016-08-31,Beyoncé,14.5,US-TX,560245,25,Music,yes
2016-09-30,Beyoncé,14.0,US-TX,724228,25,Music,yes
2016-10-31,Beyoncé,12.8,US-TX,526744,46,Music,yes
2016-11-30,Beyoncé,11.0,US-TX,586130,43,Music,yes
2016-12-31,Beyoncé,9.25,US-TX,497783,48,Music,yes
2017-01-31,Beyoncé,14.8,US-TX,506743,29,Music,yes
2017-02-28,Beyoncé,19.0,US-TX,1874978,55,Music,yes
2017-03-31,Beyoncé,9.0,US-TX,543582,21,Music,yes
2017-04-30,Beyoncé,9.0,US-TX,509870,40,Music,yes
2017-05-31,Beyoncé,8.75,US-TX,501925,16,Music,yes
2017-06-30,Beyoncé,15.0,US-TX,707500,67,Music,yes
2017-07-31,Beyoncé,11.8,US-TX,744887,107,Music,yes
2017-08-31,Beyoncé,7.75,US-TX,413415,32,Music,yes
2017-09-30,Beyoncé,8.25,US-TX,466049,26,Music,yes
2017-10-31,Beyoncé,7.2,US-TX,382547,31,Music,no
2017-11-30,Beyoncé,8.5,US-TX,460724,53,Music,yes
2017-12-31,Beyoncé,8.4,US-TX,476463,23,Music,yes
2018-01-31,Beyoncé,7.75,US-TX,520971,38,Music,yes
2018-02-28,Beyoncé,7.25,US-TX,413212,47,Music,yes
2018-03-31,Beyoncé,11.25,US-TX,454920,43,Music,yes
2018-04-30,Beyoncé,11.4,US-TX,668219,57,Music,yes
2018-05-31,Beyoncé,7.25,US-TX,417659,20,Music,yes
2018-06-30,Beyoncé,12.25,US-TX,625798,66,Music,yes
2018-07-31,Beyoncé,9.2,US-TX,481449,14,Music,yes
2018-08-31,Beyoncé,8.25,US-TX,475665,31,Music,yes
2018-09-30,Beyoncé,7.2,US-TX,449625,17,Music,yes
2018-10-31,Beyoncé,5.75,US-TX,345753,16,Music,no
2018-11-30,Beyoncé,5.25,US-TX,415903,23,Music,yes
2018-12-31,Beyoncé,6.2,US-TX,454406,16,Music,yes
2019-01-31,Beyoncé,5.25,US-TX,449441,38,Music,yes
2019-02-28,Beyoncé,6.0,US-TX,414101,14,Music,yes
2019-03-31,Beyoncé,5.0,US-TX,384624,19,Music,no
2019-04-30,Beyoncé,10.75,US-TX,951168,104,Music,yes
2019-05-31,Beyoncé,5.75,US-TX,503274,39,Music,yes
2019-06-30,Beyoncé,5.8,US-TX,438808,23,Music,yes
2019-07-31,Beyoncé,9.5,US-TX,616388,48,Music,yes
2019-08-31,Beyoncé,6.0,US-TX,442669,30,Music,yes
2019-09-30,Beyoncé,5.6,US-TX,422610,30,Music,yes
2019-10-31,Beyoncé,5.0,US-TX,346784,25,Music,no
2019-11-30,Beyoncé,4.25,US-TX,321133,15,Music,no
2019-12-31,Beyoncé,5.0,US-TX,378048,25,Music,no
2020-01-31,Beyoncé,5.75,US-TX,419671,17,Music,yes
2020-02-29,Beyoncé,5.75,US-TX,406045,25,Music,yes
2020-03-31,Beyoncé,4.2,US-TX,331355,30,Music,no
2020-04-30,Beyoncé,5.5,US-TX,430830,20,Music,yes
2020-05-31,Beyoncé,5.0,US-TX,434518,61,Music,yes
2020-06-30,Beyoncé,5.75,US-TX,559688,56,Music,yes
2020-07-31,Beyoncé,6.0,US-TX,522167,32,Music,yes
2020-08-31,Beyoncé,6.0,US-TX,513805,56,Music,yes
2020-09-30,Beyoncé,4.75,US-TX,432153,24,Music,yes
2020-10-31,Beyoncé,4.0,US-TX,329602,43,Music,no
2020-11-30,Beyoncé,4.2,US-TX,368421,49,Music,no
2020-12-31,Beyoncé,4.25,US-TX,342533,30,Music,no
2016-01-31,Dwayne Johnson,28.8,US-CA,844705,27,Sports,yes
2016-02-29,Dwayne Johnson,25.5,US-CA,670392,30,Sports,yes
2016-03-31,Dwayne Johnson,30.0,US-CA,776965,33,Sports,yes
2016-04-30,Dwayne Johnson,30.75,US-CA,895434,77,Sports,yes
2016-05-31,Dwayne Johnson,25.8,US-CA,682550,23,Sports,yes
2016-06-30,Dwayne Johnson,33.0,US-CA,974524,28,Sports,yes
2016-07-31,Dwayne Johnson,36.8,US-CA,1095213,14,Sports,yes
2016-08-31,Dwayne Johnson,33.5,US-CA,933227,18,Sports,yes
2016-09-30,Dwayne Johnson,27.75,US-CA,850957,40,Sports,yes
2016-10-31,Dwayne Johnson,24.8,US-CA,740055,13,Sports,yes
2016-11-30,Dwayne Johnson,32.25,US-CA,1203798,60,Sports,yes
2016-12-31,Dwayne Johnson,33.0,US-CA,1215572,58,Sports,yes
2017-01-31,Dwayne Johnson,27.6,US-CA,940183,28,Sports,yes
2017-02-28,Dwayne Johnson,27.5,US-CA,938068,19,Sports,yes
2017-03-31,Dwayne Johnson,28.5,US-CA,926973,33,Sports,yes
2017-04-30,Dwayne Johnson,33.8,US-CA,1218360,55,Sports,yes
2017-05-31,Dwayne Johnson,36.0,US-CA,1492489,43,Sports,yes
2017-06-30,Dwayne Johnson,27.5,US-CA,902879,19,Sports,yes
2017-07-31,Dwayne Johnson,32.0,US-CA,1040047,35,Sports,yes
2017-08-31,Dwayne Johnson,53.75,US-CA,1437308,24,Sports,yes
2017-09-30,Dwayne Johnson,31.25,US-CA,1099228,35,Sports,yes
2017-10-31,Dwayne Johnson,25.8,US-CA,659303,16,Sports,yes
2017-11-30,Dwayne Johnson,24.0,US-CA,679353,12,Sports,yes
2017-12-31,Dwayne Johnson,34.4,US-CA,1110849,54,Sports,yes
2018-01-31,Dwayne Johnson,30.5,US-CA,1035742,14,Sports,yes
2018-02-28,Dwayne Johnson,28.0,US-CA,733198,13,Sports,yes
2018-03-31,Dwayne Johnson,30.25,US-CA,875487,22,Sports,yes
2018-04-30,Dwayne Johnson,42.4,US-CA,1580548,34,Sports,yes
2018-05-31,Dwayne Johnson,31.25,US-CA,811949,35,Sports,yes
2018-06-30,Dwayne Johnson,26.75,US-CA,696394,148,Sports,yes
2018-07-31,Dwayne Johnson,40.2,US-CA,1206026,24,Sports,yes
2018-08-31,Dwayne Johnson,35.0,US-CA,946288,28,Sports,yes
2018-09-30,Dwayne Johnson,27.4,US-CA,697416,17,Sports,yes
2018-10-31,Dwayne Johnson,27.25,US-CA,729227,15,Sports,yes
2018-11-30,Dwayne Johnson,26.25,US-CA,719105,9,Sports,yes
2018-12-31,Dwayne Johnson,30.8,US-CA,798841,17,Sports,yes
2019-01-31,Dwayne Johnson,29.25,US-CA,937201,36,Sports,yes
2019-02-28,Dwayne Johnson,26.5,US-CA,705063,22,Sports,yes
2019-03-31,Dwayne Johnson,25.0,US-CA,712289,98,Sports,yes
2019-04-30,Dwayne Johnson,27.0,US-CA,709630,344,Sports,yes
2019-05-31,Dwayne Johnson,22.5,US-CA,712159,0,Sports,yes
2019-06-30,Dwayne Johnson,24.0,US-CA,622398,0,Sports,yes
2019-07-31,Dwayne Johnson,29.5,US-CA,822668,0,Sports,yes
2019-08-31,Dwayne Johnson,40.0,US-CA,1754678,0,Sports,yes
2019-09-30,Dwayne Johnson,25.8,US-CA,831847,0,Sports,yes
2019-10-31,Dwayne Johnson,26.25,US-CA,760256,0,Sports,yes
2019-11-30,Dwayne Johnson,48.5,US-CA,1067470,0,Sports,yes
2019-12-31,Dwayne Johnson,33.4,US-CA,905187,0,Sports,yes
2020-01-31,Dwayne Johnson,34.5,US-CA,1049495,27,Sports,yes
2020-02-29,Dwayne Johnson,30.5,US-CA,788027,12,Sports,yes
2020-03-31,Dwayne Johnson,31.4,US-CA,785539,20,Sports,yes
2020-04-30,Dwayne Johnson,35.5,US-CA,967512,16,Sports,yes
2020-05-31,Dwayne Johnson,32.6,US-CA,976914,19,Sports,yes
2020-06-30,Dwayne Johnson,31.25,US-CA,816668,19,Sports,yes
2020-07-31,Dwayne Johnson,28.5,US-CA,720346,11,Sports,yes
2020-08-31,Dwayne Johnson,34.0,US-CA,893501,30,Sports,yes
2020-09-30,Dwayne Johnson,29.0,US-CA,806597,70,Sports,yes
2020-10-31,Dwayne Johnson,26.0,US-CA,579558,34,Sports,yes
2020-11-30,Dwayne Johnson,24.4,US-CA,555763,17,Sports,yes
2020-12-31,Dwayne Johnson,26.25,US-CA,547937,33,Sports,yes
2016-01-31,Justin Bieber,83.6,CAN-ON,915232,33,Music,yes
2016-02-29,Justin Bieber,77.25,CAN-ON,851733,40,Music,yes
2016-03-31,Justin Bieber,68.75,CAN-ON,718891,51,Music,yes
2016-04-30,Justin Bieber,60.75,CAN-ON,550549,27,Music,yes
2016-05-31,Justin Bieber,55.8,CAN-ON,558233,28,Music,yes
2016-06-30,Justin Bieber,54.0,CAN-ON,485935,14,Music,yes
2016-07-31,Justin Bieber,50.0,CAN-ON,435720,27,Music,yes
2016-08-31,Justin Bieber,67.0,CAN-ON,512946,44,Music,yes
2016-09-30,Justin Bieber,48.75,CAN-ON,554645,36,Music,yes
2016-10-31,Justin Bieber,47.8,CAN-ON,570860,53,Music,yes
2016-11-30,Justin Bieber,47.25,CAN-ON,595062,21,Music,yes
2016-12-31,Justin Bieber,46.0,CAN-ON,630702,15,Music,yes
2017-01-31,Justin Bieber,39.0,CAN-ON,571195,22,Music,yes
2017-02-28,Justin Bieber,40.5,CAN-ON,555532,43,Music,yes
2017-03-31,Justin Bieber,40.25,CAN-ON,702985,41,Music,yes
2017-04-30,Justin Bieber,45.6,CAN-ON,482914,20,Music,yes
2017-05-31,Justin Bieber,62.0,CAN-ON,1266630,31,Music,yes
2017-06-30,Justin Bieber,55.0,CAN-ON,625334,36,Music,yes
2017-07-31,Justin Bieber,52.0,CAN-ON,624386,24,Music,yes
2017-08-31,Justin Bieber,43.25,CAN-ON,503514,29,Music,yes
2017-09-30,Justin Bieber,30.25,CAN-ON,407177,23,Music,yes
2017-10-31,Justin Bieber,35.8,CAN-ON,496159,15,Music,yes
2017-11-30,Justin Bieber,40.5,CAN-ON,553344,62,Music,yes
2017-12-31,Justin Bieber,31.6,CAN-ON,457917,28,Music,yes
2018-01-31,Justin Bieber,25.0,CAN-ON,421444,18,Music,yes
2018-02-28,Justin Bieber,27.25,CAN-ON,414661,22,Music,yes
2018-03-31,Justin Bieber,24.5,CAN-ON,594983,12,Music,yes
2018-04-30,Justin Bieber,22.2,CAN-ON,357577,30,Music,yes
2018-05-31,Justin Bieber,19.25,CAN-ON,342656,8,Music,no
2018-06-30,Justin Bieber,20.5,CAN-ON,332584,31,Music,no
2018-07-31,Justin Bieber,36.8,CAN-ON,1070156,44,Music,yes
2018-08-31,Justin Bieber,22.25,CAN-ON,486263,21,Music,yes
2018-09-30,Justin Bieber,20.6,CAN-ON,534831,28,Music,yes
2018-10-31,Justin Bieber,21.0,CAN-ON,594306,40,Music,yes
2018-11-30,Justin Bieber,18.75,CAN-ON,651578,75,Music,yes
2018-12-31,Justin Bieber,18.0,CAN-ON,608843,27,Music,yes
2019-01-31,Justin Bieber,15.0,CAN-ON,511879,38,Music,yes
2019-02-28,Justin Bieber,17.75,CAN-ON,605769,16,Music,yes
2019-03-31,Justin Bieber,17.6,CAN-ON,575816,35,Music,yes
2019-04-30,Justin Bieber,14.75,CAN-ON,444191,20,Music,yes
2019-05-31,Justin Bieber,16.5,CAN-ON,430653,17,Music,yes
2019-06-30,Justin Bieber,16.8,CAN-ON,386868,17,Music,no
2019-07-31,Justin Bieber,17.5,CAN-ON,415846,29,Music,yes
2019-08-31,Justin Bieber,13.0,CAN-ON,336489,18,Music,no
2019-09-30,Justin Bieber,16.0,CAN-ON,427793,31,Music,yes
2019-10-31,Justin Bieber,18.25,CAN-ON,690728,28,Music,yes
2019-11-30,Justin Bieber,13.0,CAN-ON,347699,6,Music,no
2019-12-31,Justin Bieber,15.6,CAN-ON,365948,24,Music,no
2020-01-31,Justin Bieber,24.75,CAN-ON,680450,49,Music,yes
2020-02-29,Justin Bieber,29.5,CAN-ON,905259,34,Music,yes
2020-03-31,Justin Bieber,18.2,CAN-ON,505586,20,Music,yes
2020-04-30,Justin Bieber,16.25,CAN-ON,465764,64,Music,yes
2020-05-31,Justin Bieber,16.6,CAN-ON,556446,47,Music,yes
2020-06-30,Justin Bieber,15.25,CAN-ON,407356,38,Music,yes
2020-07-31,Justin Bieber,13.5,CAN-ON,403339,14,Music,yes
2020-08-31,Justin Bieber,13.2,CAN-ON,385973,25,Music,no
2020-09-30,Justin Bieber,14.75,CAN-ON,442798,29,Music,yes
2020-10-31,Justin Bieber,15.25,CAN-ON,498718,33,Music,yes
2020-11-30,Justin Bieber,17.8,CAN-ON,585807,24,Music,yes
2020-12-31,Justin Bieber,17.25,CAN-ON,520187,27,Music,yes
2016-01-31,Lionel Messi,26.2,ARG-SF,916698,110,Sports,yes
2016-02-29,Lionel Messi,25.75,ARG-SF,875089,123,Sports,yes
2016-03-31,Lionel Messi,22.25,ARG-SF,781397,60,Sports,yes
2016-04-30,Lionel Messi,21.0,ARG-SF,776760,48,Sports,yes
2016-05-31,Lionel Messi,19.0,ARG-SF,732603,46,Sports,yes
2016-06-30,Lionel Messi,47.75,ARG-SF,2154098,113,Sports,yes
2016-07-31,Lionel Messi,32.6,ARG-SF,991760,0,Sports,yes
2016-08-31,Lionel Messi,19.25,ARG-SF,542712,0,Sports,yes
2016-09-30,Lionel Messi,18.25,ARG-SF,605728,0,Sports,yes
2016-10-31,Lionel Messi,17.8,ARG-SF,647771,0,Sports,yes
2016-11-30,Lionel Messi,21.0,ARG-SF,686593,0,Sports,yes
2016-12-31,Lionel Messi,20.5,ARG-SF,706128,0,Sports,yes
2017-01-31,Lionel Messi,16.4,ARG-SF,636793,72,Sports,yes
2017-02-28,Lionel Messi,15.25,ARG-SF,540385,57,Sports,yes
2017-03-31,Lionel Messi,18.5,ARG-SF,709463,51,Sports,yes
2017-04-30,Lionel Messi,24.6,ARG-SF,994400,115,Sports,yes
2017-05-31,Lionel Messi,19.75,ARG-SF,870513,140,Sports,yes
2017-06-30,Lionel Messi,22.0,ARG-SF,883194,65,Sports,yes
2017-07-31,Lionel Messi,17.8,ARG-SF,683308,0,Sports,yes
2017-08-31,Lionel Messi,18.75,ARG-SF,673932,0,Sports,yes
2017-09-30,Lionel Messi,16.25,ARG-SF,670968,0,Sports,yes
2017-10-31,Lionel Messi,19.4,ARG-SF,762275,0,Sports,yes
2017-11-30,Lionel Messi,15.0,ARG-SF,562163,0,Sports,yes
2017-12-31,Lionel Messi,16.8,ARG-SF,650174,0,Sports,yes
2018-01-31,Lionel Messi,16.0,ARG-SF,717244,52,Sports,yes
2018-02-28,Lionel Messi,15.0,ARG-SF,642145,30,Sports,yes
2018-03-31,Lionel Messi,20.75,ARG-SF,935841,108,Sports,yes
2018-04-30,Lionel Messi,17.8,ARG-SF,846566,58,Sports,yes
2018-05-31,Lionel Messi,18.0,ARG-SF,940928,49,Sports,yes
2018-06-30,Lionel Messi,49.75,ARG-SF,3296232,135,Sports,yes
2018-07-31,Lionel Messi,23.0,ARG-SF,1481225,68,Sports,yes
2018-08-31,Lionel Messi,13.5,ARG-SF,540234,0,Sports,yes
2018-09-30,Lionel Messi,13.4,ARG-SF,584180,0,Sports,yes
2018-10-31,Lionel Messi,15.0,ARG-SF,622954,0,Sports,yes
2018-11-30,Lionel Messi,12.5,ARG-SF,512547,0,Sports,yes
2018-12-31,Lionel Messi,14.2,ARG-SF,631885,0,Sports,yes
2019-01-31,Lionel Messi,12.25,ARG-SF,628557,96,Sports,yes
2019-02-28,Lionel Messi,15.25,ARG-SF,642884,39,Sports,yes
2019-03-31,Lionel Messi,18.2,ARG-SF,882480,65,Sports,yes
2019-04-30,Lionel Messi,22.25,ARG-SF,855805,60,Sports,yes
2019-05-31,Lionel Messi,16.75,ARG-SF,989415,91,Sports,yes
2019-06-30,Lionel Messi,17.8,ARG-SF,730489,77,Sports,yes
2019-07-31,Lionel Messi,15.0,ARG-SF,581137,36,Sports,yes
2019-08-31,Lionel Messi,13.75,ARG-SF,528042,36,Sports,yes
2019-09-30,Lionel Messi,14.4,ARG-SF,633296,0,Sports,yes
2019-10-31,Lionel Messi,13.25,ARG-SF,712160,0,Sports,yes
2019-11-30,Lionel Messi,13.25,ARG-SF,637241,0,Sports,yes
2019-12-31,Lionel Messi,16.6,ARG-SF,762865,0,Sports,yes
2020-01-31,Lionel Messi,11.0,ARG-SF,484925,42,Sports,yes
2020-02-29,Lionel Messi,14.25,ARG-SF,563985,34,Sports,yes
2020-03-31,Lionel Messi,10.8,ARG-SF,423640,23,Sports,yes
2020-04-30,Lionel Messi,9.5,ARG-SF,490309,22,Sports,yes
2020-05-31,Lionel Messi,8.8,ARG-SF,468913,19,Sports,yes
2020-06-30,Lionel Messi,14.0,ARG-SF,578701,52,Sports,yes
2020-07-31,Lionel Messi,12.5,ARG-SF,686544,55,Sports,yes
2020-08-31,Lionel Messi,46.4,ARG-SF,1368295,117,Sports,yes
2020-09-30,Lionel Messi,13.5,ARG-SF,755430,105,Sports,yes
2020-10-31,Lionel Messi,11.25,ARG-SF,480346,31,Sports,yes
2020-11-30,Lionel Messi,12.8,ARG-SF,624599,0,Sports,yes
2020-12-31,Lionel Messi,15.25,ARG-SF,680235,0,Sports,yes
2016-01-31,Rihanna,45.2,BB-SM,563256,60,Entrepreneur,yes
2016-02-29,Rihanna,72.5,BB-SM,921176,69,Entrepreneur,yes
2016-03-31,Rihanna,62.75,BB-SM,624930,40,Entrepreneur,yes
2016-04-30,Rihanna,61.0,BB-SM,583159,31,Entrepreneur,yes
2016-05-31,Rihanna,53.4,BB-SM,529704,23,Entrepreneur,yes
2016-06-30,Rihanna,49.5,BB-SM,441029,51,Entrepreneur,yes
2016-07-31,Rihanna,50.8,BB-SM,495742,104,Entrepreneur,yes
2016-08-31,Rihanna,53.5,BB-SM,851425,46,Entrepreneur,yes
2016-09-30,Rihanna,39.75,BB-SM,661276,25,Entrepreneur,yes
2016-10-31,Rihanna,33.2,BB-SM,438242,51,Entrepreneur,yes
2016-11-30,Rihanna,29.75,BB-SM,405283,0,Entrepreneur,yes
2016-12-31,Rihanna,30.75,BB-SM,441999,0,Entrepreneur,yes
2017-01-31,Rihanna,28.2,BB-SM,466463,58,Entrepreneur,yes
2017-02-28,Rihanna,29.0,BB-SM,533079,54,Entrepreneur,yes
2017-03-31,Rihanna,28.0,BB-SM,497773,29,Entrepreneur,yes
2017-04-30,Rihanna,25.2,BB-SM,385899,18,Entrepreneur,yes
2017-05-31,Rihanna,26.0,BB-SM,388793,12,Entrepreneur,yes
2017-06-30,Rihanna,34.25,BB-SM,531882,50,Entrepreneur,yes
2017-07-31,Rihanna,33.2,BB-SM,493423,60,Entrepreneur,yes
2017-08-31,Rihanna,33.25,BB-SM,475675,98,Entrepreneur,yes
2017-09-30,Rihanna,29.0,BB-SM,566301,36,Entrepreneur,yes
2017-10-31,Rihanna,23.4,BB-SM,438308,25,Entrepreneur,yes
2017-11-30,Rihanna,23.25,BB-SM,397666,43,Entrepreneur,yes
2017-12-31,Rihanna,23.8,BB-SM,436156,17,Entrepreneur,yes
2018-01-31,Rihanna,25.5,BB-SM,514030,18,Entrepreneur,yes
2018-02-28,Rihanna,22.5,BB-SM,525768,15,Entrepreneur,yes
2018-03-31,Rihanna,20.75,BB-SM,403590,21,Entrepreneur,yes
2018-04-30,Rihanna,20.6,BB-SM,411714,28,Entrepreneur,yes
2018-05-31,Rihanna,21.75,BB-SM,476788,38,Entrepreneur,yes
2018-06-30,Rihanna,20.25,BB-SM,537015,13,Entrepreneur,yes
2018-07-31,Rihanna,18.6,BB-SM,395183,9,Entrepreneur,no
2018-08-31,Rihanna,17.25,BB-SM,375461,11,Entrepreneur,no
2018-09-30,Rihanna,17.2,BB-SM,441073,27,Entrepreneur,yes
2018-10-31,Rihanna,16.0,BB-SM,360569,93,Entrepreneur,no
2018-11-30,Rihanna,15.0,BB-SM,313481,43,Entrepreneur,no
2018-12-31,Rihanna,15.4,BB-SM,311148,41,Entrepreneur,no
2019-01-31,Rihanna,16.0,BB-SM,455876,26,Entrepreneur,yes
2019-02-28,Rihanna,21.5,BB-SM,412177,23,Entrepreneur,yes
2019-03-31,Rihanna,13.8,BB-SM,336022,199,Entrepreneur,no
2019-04-30,Rihanna,14.25,BB-SM,351862,246,Entrepreneur,no
2019-05-31,Rihanna,15.5,BB-SM,422347,6,Entrepreneur,yes
2019-06-30,Rihanna,16.8,BB-SM,462451,0,Entrepreneur,yes
2019-07-31,Rihanna,14.25,BB-SM,504458,0,Entrepreneur,yes
2019-08-31,Rihanna,13.75,BB-SM,321273,0,Entrepreneur,no
2019-09-30,Rihanna,16.8,BB-SM,380054,0,Entrepreneur,no
2019-10-31,Rihanna,13.75,BB-SM,341910,0,Entrepreneur,no
2019-11-30,Rihanna,13.0,BB-SM,292518,0,Entrepreneur,no
2019-12-31,Rihanna,13.8,BB-SM,327362,0,Entrepreneur,no
2020-01-31,Rihanna,13.75,BB-SM,343172,24,Entrepreneur,no
2020-02-29,Rihanna,13.5,BB-SM,326183,34,Entrepreneur,no
2020-03-31,Rihanna,12.4,BB-SM,321100,19,Entrepreneur,no
2020-04-30,Rihanna,13.25,BB-SM,376275,19,Entrepreneur,no
2020-05-31,Rihanna,13.2,BB-SM,405591,52,Entrepreneur,yes
2020-06-30,Rihanna,11.75,BB-SM,322274,12,Entrepreneur,no
2020-07-31,Rihanna,12.75,BB-SM,358076,37,Entrepreneur,no
2020-08-31,Rihanna,12.6,BB-SM,375331,56,Entrepreneur,no
2020-09-30,Rihanna,12.25,BB-SM,336774,17,Entrepreneur,no
2020-10-31,Rihanna,13.5,BB-SM,351825,24,Entrepreneur,no
2020-11-30,Rihanna,11.6,BB-SM,309733,14,Entrepreneur,no
2020-12-31,Rihanna,12.75,BB-SM,399688,33,Entrepreneur,yes
2016-01-31,Selena Gomez,58.8,US-TX,684825,56,Cinema,yes
2016-02-29,Selena Gomez,54.0,US-TX,550996,20,Cinema,yes
2016-03-31,Selena Gomez,54.5,US-TX,519055,6,Cinema,yes
2016-04-30,Selena Gomez,50.75,US-TX,465551,4,Cinema,yes
2016-05-31,Selena Gomez,53.6,US-TX,504137,32,Cinema,yes
2016-06-30,Selena Gomez,58.5,US-TX,596472,54,Cinema,yes
2016-07-31,Selena Gomez,61.2,US-TX,598700,50,Cinema,yes
2016-08-31,Selena Gomez,57.75,US-TX,507635,43,Cinema,yes
2016-09-30,Selena Gomez,44.0,US-TX,499200,10,Cinema,yes
2016-10-31,Selena Gomez,37.2,US-TX,438426,29,Cinema,yes
2016-11-30,Selena Gomez,41.0,US-TX,497263,25,Cinema,yes
2016-12-31,Selena Gomez,35.5,US-TX,433406,23,Cinema,yes
2017-01-31,Selena Gomez,46.4,US-TX,591377,16,Cinema,yes
2017-02-28,Selena Gomez,41.25,US-TX,478151,25,Cinema,yes
2017-03-31,Selena Gomez,37.0,US-TX,534008,13,Cinema,yes
2017-04-30,Selena Gomez,41.0,US-TX,679515,34,Cinema,yes
2017-05-31,Selena Gomez,35.75,US-TX,660349,354,Cinema,yes
2017-06-30,Selena Gomez,41.75,US-TX,529400,34,Cinema,yes
2017-07-31,Selena Gomez,40.8,US-TX,588013,24,Cinema,yes
2017-08-31,Selena Gomez,33.5,US-TX,434900,0,Cinema,yes
2017-09-30,Selena Gomez,36.25,US-TX,570306,0,Cinema,yes
2017-10-31,Selena Gomez,41.4,US-TX,482611,0,Cinema,yes
2017-11-30,Selena Gomez,58.5,US-TX,681537,0,Cinema,yes
2017-12-31,Selena Gomez,38.0,US-TX,522631,0,Cinema,yes
2018-01-31,Selena Gomez,30.0,US-TX,443190,20,Cinema,yes
2018-02-28,Selena Gomez,30.75,US-TX,365803,13,Cinema,yes
2018-03-31,Selena Gomez,31.5,US-TX,445942,29,Cinema,yes
2018-04-30,Selena Gomez,25.4,US-TX,351028,28,Cinema,yes
2018-05-31,Selena Gomez,29.5,US-TX,381925,34,Cinema,yes
2018-06-30,Selena Gomez,26.25,US-TX,369902,33,Cinema,yes
2018-07-31,Selena Gomez,33.8,US-TX,715550,27,Cinema,yes
2018-08-31,Selena Gomez,23.75,US-TX,393247,26,Cinema,yes
2018-09-30,Selena Gomez,21.6,US-TX,374277,44,Cinema,yes
2018-10-31,Selena Gomez,34.75,US-TX,486684,28,Cinema,yes
2018-11-30,Selena Gomez,22.0,US-TX,404332,27,Cinema,yes
2018-12-31,Selena Gomez,21.6,US-TX,358570,11,Cinema,yes
2019-01-31,Selena Gomez,19.0,US-TX,351235,7,Cinema,no
2019-02-28,Selena Gomez,20.5,US-TX,330885,17,Cinema,no
2019-03-31,Selena Gomez,19.2,US-TX,358678,6,Cinema,no
2019-04-30,Selena Gomez,17.5,US-TX,308789,3,Cinema,no
2019-05-31,Selena Gomez,23.5,US-TX,534200,27,Cinema,yes
2019-06-30,Selena Gomez,17.8,US-TX,407020,27,Cinema,yes
2019-07-31,Selena Gomez,20.75,US-TX,386663,14,Cinema,no
2019-08-31,Selena Gomez,15.0,US-TX,322115,17,Cinema,no
2019-09-30,Selena Gomez,14.0,US-TX,292694,9,Cinema,no
2019-10-31,Selena Gomez,31.0,US-TX,570408,53,Cinema,yes
2019-11-30,Selena Gomez,29.0,US-TX,530108,37,Cinema,yes
2019-12-31,Selena Gomez,18.8,US-TX,359086,30,Cinema,no
2020-01-31,Selena Gomez,28.5,US-TX,582385,49,Cinema,yes
2020-02-29,Selena Gomez,18.0,US-TX,335272,11,Cinema,no
2020-03-31,Selena Gomez,16.6,US-TX,337744,16,Cinema,no
2020-04-30,Selena Gomez,20.0,US-TX,416437,26,Cinema,yes
2020-05-31,Selena Gomez,17.4,US-TX,361387,44,Cinema,no
2020-06-30,Selena Gomez,15.25,US-TX,309113,17,Cinema,no
2020-07-31,Selena Gomez,16.25,US-TX,345163,12,Cinema,no
2020-08-31,Selena Gomez,19.8,US-TX,383868,30,Cinema,no
2020-09-30,Selena Gomez,19.5,US-TX,471757,4,Cinema,yes
2020-10-31,Selena Gomez,16.5,US-TX,363132,25,Cinema,no
2020-11-30,Selena Gomez,15.0,US-TX,368154,12,Cinema,no
2020-12-31,Selena Gomez,16.0,US-TX,426602,10,Cinema,yes
2016-01-31,Anushka Shetty,28.6,IN-KA,189607,8,Cinema,yes
