date,name,relative_popularity,nationality,page_views,edits,profession,popular
2017-10-31,Aishwarya Rai Bachchan,28.6,,13401,4,Cinema,no
2017-11-30,Aishwarya Rai Bachchan,29.0,,15109,6,Cinema,no
2017-12-31,Aishwarya Rai Bachchan,30.0,,15325,0,Cinema,yes
2018-01-31,Aishwarya Rai Bachchan,26.25,,15832,10,Cinema,yes
2018-02-28,Aishwarya Rai Bachchan,24.75,,13762,15,Cinema,yes
2018-03-31,Aishwarya Rai Bachchan,27.0,,13998,1,Cinema,yes
2018-04-30,Aishwarya Rai Bachchan,28.6,,11710,92,Cinema,yes
2018-05-31,Aishwarya Rai Bachchan,36.0,,11003,50,Cinema,yes
2018-06-30,Aishwarya Rai Bachchan,29.0,,11028,23,Cinema,yes
2018-07-31,Aishwarya Rai Bachchan,33.2,,14698,19,Cinema,yes
2018-08-31,Aishwarya Rai Bachchan,34.25,,17001,12,Cinema,yes
2018-09-30,Aishwarya Rai Bachchan,33.4,,9209,6,Cinema,yes
2018-10-31,Aishwarya Rai Bachchan,38.5,,14323,3,Cinema,yes
2018-11-30,Aishwarya Rai Bachchan,35.25,,17586,2,Cinema,yes
2018-12-31,Aishwarya Rai Bachchan,35.6,,12067,7,Cinema,yes
2019-01-31,Aishwarya Rai Bachchan,31.25,,12654,7,Cinema,yes
2019-02-28,Aishwarya Rai Bachchan,27.25,,9980,0,Cinema,yes
2019-03-31,Aishwarya Rai Bachchan,29.4,,10303,7,Cinema,yes
2019-04-30,Aishwarya Rai Bachchan,29.75,,14076,10,Cinema,yes
2019-05-31,Aishwarya Rai Bachchan,35.5,,17807,3,Cinema,yes
2019-06-30,Aishwarya Rai Bachchan,29.0,,17269,6,Cinema,yes
2019-07-31,Aishwarya Rai Bachchan,28.5,,22175,7,Cinema,yes
2019-08-31,Aishwarya Rai Bachchan,26.5,,22587,3,Cinema,no
2019-09-30,Aishwarya Rai Bachchan,25.2,,20374,10,Cinema,no
2019-10-31,Aishwarya Rai Bachchan,29.0,,21615,17,Cinema,yes
2019-11-30,Aishwarya Rai Bachchan,28.0,,22862,4,Cinema,yes
2019-12-31,Aishwarya Rai Bachchan,24.4,,26143,4,Cinema,no
2020-01-31,Aishwarya Rai Bachchan,23.0,,29541,3,Cinema,no
2020-02-29,Aishwarya Rai Bachchan,22.75,,23256,4,Cinema,no
2020-03-31,Aishwarya Rai Bachchan,21.8,,29016,7,Cinema,no
2020-04-30,Aishwarya Rai Bachchan,26.0,,107182,6,Cinema,no
2020-05-31,Aishwarya Rai Bachchan,25.0,,304376,3,Cinema,no
2020-06-30,Aishwarya Rai Bachchan,25.75,,248088,8,Cinema,no
2020-07-31,Aishwarya Rai Bachchan,51.75,,502472,16,Cinema,yes
2020-08-31,Aishwarya Rai Bachchan,25.2,,216860,3,Cinema,no
2020-09-30,Aishwarya Rai Bachchan,22.75,,171109,10,Cinema,no
2020-10-31,Aishwarya Rai Bachchan,21.0,,156465,17,Cinema,no
2020-11-30,Aishwarya Rai Bachchan,22.2,,188530,2,Cinema,no
2020-12-31,Aishwarya Rai Bachchan,21.0,,157500,5,Cinema,no
2016-01-31,Shreya Ghoshal,72.8,IN-WB,123450,37,Music,yes
2016-02-29,Shreya Ghoshal,77.75,IN-WB,125913,61,Music,yes
2016-03-31,Shreya Ghoshal,89.0,IN-WB,217969,42,Music,yes
2016-04-30,Shreya Ghoshal,74.75,IN-WB,157213,51,Music,yes
2016-05-31,Shreya Ghoshal,68.4,IN-WB,114396,65,Music,yes
2016-06-30,Shreya Ghoshal,68.5,IN-WB,207637,70,Music,yes
2016-07-31,Shreya Ghoshal,76.8,IN-WB,142434,76,Music,yes
2016-08-31,Shreya Ghoshal,77.0,IN-WB,134113,98,Music,yes
2016-09-30,Shreya Ghoshal,72.25,IN-WB,99782,0,Music,yes
2016-10-31,Shreya Ghoshal,73.0,IN-WB,97520,0,Music,yes
2016-11-30,Shreya Ghoshal,68.0,IN-WB,85384,0,Music,yes
2016-12-31,Shreya Ghoshal,76.0,IN-WB,96985,0,Music,yes
2017-01-31,Shreya Ghoshal,77.0,IN-WB,120784,31,Music,yes
2017-02-28,Shreya Ghoshal,76.0,IN-WB,97853,40,Music,yes
2017-03-31,Shreya Ghoshal,87.25,IN-WB,140544,87,Music,yes
2017-04-30,Shreya Ghoshal,77.8,IN-WB,106841,40,Music,yes
2017-05-31,Shreya Ghoshal,70.0,IN-WB,90416,48,Music,yes
2017-06-30,Shreya Ghoshal,71.75,IN-WB,90102,33,Music,yes
2017-07-31,Shreya Ghoshal,83.0,IN-WB,90843,101,Music,yes
2017-08-31,Shreya Ghoshal,80.75,IN-WB,98432,34,Music,yes
2017-09-30,Shreya Ghoshal,61.5,IN-WB,86827,40,Music,yes
2017-10-31,Shreya Ghoshal,53.2,IN-WB,86279,46,Music,yes
2017-11-30,Shreya Ghoshal,53.25,IN-WB,86040,0,Music,yes
2017-12-31,Shreya Ghoshal,51.8,IN-WB,82520,0,Music,yes
2018-01-31,Shreya Ghoshal,48.5,IN-WB,95640,22,Music,yes
2018-02-28,Shreya Ghoshal,49.5,IN-WB,97409,31,Music,yes
2018-03-31,Shreya Ghoshal,59.25,IN-WB,137597,64,Music,yes
2018-04-30,Shreya Ghoshal,47.8,IN-WB,89723,32,Music,yes
2018-05-31,Shreya Ghoshal,47.25,IN-WB,85939,25,Music,yes
2018-06-30,Shreya Ghoshal,48.0,IN-WB,82081,35,Music,yes
2018-07-31,Shreya Ghoshal,50.0,IN-WB,102768,11,Music,yes
2018-08-31,Shreya Ghoshal,51.25,IN-WB,94750,21,Music,yes
2018-09-30,Shreya Ghoshal,51.8,IN-WB,85742,18,Music,yes
2018-10-31,Shreya Ghoshal,51.75,IN-WB,90254,15,Music,yes
2018-11-30,Shreya Ghoshal,52.5,IN-WB,81227,9,Music,yes
2018-12-31,Shreya Ghoshal,52.2,IN-WB,84990,32,Music,yes
2019-01-31,Shreya Ghoshal,47.0,IN-WB,87396,22,Music,yes
2019-02-28,Shreya Ghoshal,41.0,IN-WB,70533,17,Music,yes
2019-03-31,Shreya Ghoshal,52.2,IN-WB,113965,33,Music,yes
2019-04-30,Shreya Ghoshal,47.75,IN-WB,84236,12,Music,yes
2019-05-31,Shreya Ghoshal,44.5,IN-WB,95387,14,Music,yes
2019-06-30,Shreya Ghoshal,46.4,IN-WB,67061,9,Music,yes
2019-07-31,Shreya Ghoshal,46.5,IN-WB,86069,9,Music,yes
2019-08-31,Shreya Ghoshal,45.75,IN-WB,76530,32,Music,yes
2019-09-30,Shreya Ghoshal,43.4,IN-WB,83150,15,Music,yes
2019-10-31,Shreya Ghoshal,35.75,IN-WB,82383,21,Music,yes
2019-11-30,Shreya Ghoshal,32.25,IN-WB,61371,11,Music,yes
2019-12-31,Shreya Ghoshal,32.2,IN-WB,62691,65,Music,yes
2020-01-31,Shreya Ghoshal,35.0,IN-WB,89405,13,Music,yes
2020-02-29,Shreya Ghoshal,34.75,IN-WB,85191,30,Music,yes
2020-03-31,Shreya Ghoshal,36.4,IN-WB,118311,32,Music,yes
2020-04-30,Shreya Ghoshal,36.0,IN-WB,127362,12,Music,yes
2020-05-31,Shreya Ghoshal,30.8,IN-WB,86010,13,Music,yes
2020-06-30,Shreya Ghoshal,32.25,IN-WB,83205,12,Music,yes
2020-07-31,Shreya Ghoshal,36.0,IN-WB,110503,19,Music,yes
2020-08-31,Shreya Ghoshal,31.4,IN-WB,85788,13,Music,yes
2020-09-30,Shreya Ghoshal,32.75,IN-WB,95431,19,Music,yes
2020-10-31,Shreya Ghoshal,31.0,IN-WB,100130,24,Music,yes
2020-11-30,Shreya Ghoshal,27.6,IN-WB,74966,10,Music,yes
2020-12-31,Shreya Ghoshal,28.75,IN-WB,76798,15,Music,yes
2016-01-31,Kiren Rijiju,5.0,IN-AP,8600,0,Politics,no
2016-02-29,Kiren Rijiju,6.25,IN-AP,10638,4,Politics,no
2016-03-31,Kiren Rijiju,5.5,IN-AP,6984,2,Politics,no
2016-04-30,Kiren Rijiju,3.0,IN-AP,5154,0,Politics,no
2016-05-31,Kiren Rijiju,6.4,IN-AP,11335,2,Politics,no
2016-06-30,Kiren Rijiju,4.25,IN-AP,7112,1,Politics,no
2016-07-31,Kiren Rijiju,5.2,IN-AP,12171,1,Politics,no
2016-08-31,Kiren Rijiju,5.5,IN-AP,7292,3,Politics,no
2016-09-30,Kiren Rijiju,4.75,IN-AP,6354,1,Politics,no
2016-10-31,Kiren Rijiju,5.8,IN-AP,7007,3,Politics,no
2016-11-30,Kiren Rijiju,4.5,IN-AP,7258,2,Politics,no
2016-12-31,Kiren Rijiju,29.5,IN-AP,21644,1,Politics,yes
2017-01-31,Kiren Rijiju,4.8,IN-AP,7011,4,Politics,no
2017-02-28,Kiren Rijiju,18.25,IN-AP,16388,3,Politics,no
2017-03-31,Kiren Rijiju,6.75,IN-AP,14348,1,Politics,no
2017-04-30,Kiren Rijiju,7.4,IN-AP,11554,2,Politics,no
2017-05-31,Kiren Rijiju,6.5,IN-AP,6965,1,Politics,no
2017-06-30,Kiren Rijiju,5.0,IN-AP,5849,1,Politics,no
2017-07-31,Kiren Rijiju,8.0,IN-AP,8671,5,Politics,no
2017-08-31,Kiren Rijiju,5.75,IN-AP,9165,19,Politics,no
2017-09-30,Kiren Rijiju,7.5,IN-AP,11739,7,Politics,no
2017-10-31,Kiren Rijiju,4.0,IN-AP,6428,11,Politics,no
2017-11-30,Kiren Rijiju,3.5,IN-AP,5993,1,Politics,no
2017-12-31,Kiren Rijiju,5.2,IN-AP,7009,3,Politics,no
2018-01-31,Kiren Rijiju,5.25,IN-AP,7789,8,Politics,no
2018-02-28,Kiren Rijiju,12.75,IN-AP,7457,9,Politics,no
2018-03-31,Kiren Rijiju,5.25,IN-AP,13556,2,Politics,no
2018-04-30,Kiren Rijiju,2.2,IN-AP,3528,2,Politics,no
2018-05-31,Kiren Rijiju,6.25,IN-AP,7909,0,Politics,no
2018-06-30,Kiren Rijiju,4.25,IN-AP,4741,0,Politics,no
2018-07-31,Kiren Rijiju,6.8,IN-AP,7703,1,Politics,no
2018-08-31,Kiren Rijiju,6.25,IN-AP,9636,2,Politics,no
2018-09-30,Kiren Rijiju,9.8,IN-AP,5175,3,Politics,no
2018-10-31,Kiren Rijiju,4.75,IN-AP,13779,0,Politics,no
2018-11-30,Kiren Rijiju,7.25,IN-AP,6491,0,Politics,no
2018-12-31,Kiren Rijiju,4.6,IN-AP,5936,0,Politics,no
2019-01-31,Kiren Rijiju,4.0,IN-AP,5299,1,Politics,no
2019-02-28,Kiren Rijiju,6.25,IN-AP,6407,0,Politics,no
2019-03-31,Kiren Rijiju,7.8,IN-AP,8204,0,Politics,no
2019-04-30,Kiren Rijiju,4.0,IN-AP,5765,0,Politics,no
2019-05-31,Kiren Rijiju,30.0,IN-AP,29981,19,Politics,yes
2019-06-30,Kiren Rijiju,13.8,IN-AP,28807,14,Politics,no
2019-07-31,Kiren Rijiju,12.0,IN-AP,17484,0,Politics,no
2019-08-31,Kiren Rijiju,16.0,IN-AP,19161,15,Politics,no
2019-09-30,Kiren Rijiju,11.8,IN-AP,12535,2,Politics,no
2019-10-31,Kiren Rijiju,7.5,IN-AP,10420,3,Politics,no
2019-11-30,Kiren Rijiju,7.75,IN-AP,9275,0,Politics,no
2019-12-31,Kiren Rijiju,6.6,IN-AP,9853,1,Politics,no
2020-01-31,Kiren Rijiju,7.0,IN-AP,9386,3,Politics,no
2020-02-29,Kiren Rijiju,9.5,IN-AP,10250,7,Politics,no
2020-03-31,Kiren Rijiju,5.8,IN-AP,8839,4,Politics,no
2020-04-30,Kiren Rijiju,4.25,IN-AP,7504,1,Politics,no
2020-05-31,Kiren Rijiju,6.6,IN-AP,10364,2,Politics,no
2020-06-30,Kiren Rijiju,5.25,IN-AP,7054,0,Politics,no
2020-07-31,Kiren Rijiju,5.75,IN-AP,8427,0,Politics,no
2020-08-31,Kiren Rijiju,5.2,IN-AP,8328,2,Politics,no
2020-09-30,Kiren Rijiju,6.25,IN-AP,8394,1,Politics,no
2020-10-31,Kiren Rijiju,5.25,IN-AP,6773,1,Politics,no
2020-11-30,Kiren Rijiju,5.8,IN-AP,7356,2,Politics,no
2020-12-31,Kiren Rijiju,6.0,IN-AP,8728,5,Politics,no
2016-01-31,Priyanka Chopra,10.4,IN-BR,512382,103,Cinema,yes
2016-02-29,Priyanka Chopra,13.25,IN-BR,463612,66,Cinema,yes
2016-03-31,Priyanka Chopra,11.25,IN-BR,689521,47,Cinema,yes
2016-04-30,Priyanka Chopra,11.25,IN-BR,501373,68,Cinema,yes
2016-05-31,Priyanka Chopra,11.4,IN-BR,472921,17,Cinema,yes
2016-06-30,Priyanka Chopra,10.25,IN-BR,378098,35,Cinema,no
2016-07-31,Priyanka Chopra,11.8,IN-BR,406154,28,Cinema,yes
2016-08-31,Priyanka Chopra,9.75,IN-BR,339445,34,Cinema,no
2016-09-30,Priyanka Chopra,12.0,IN-BR,550862,41,Cinema,yes
2016-10-31,Priyanka Chopra,11.2,IN-BR,424825,21,Cinema,yes
2016-11-30,Priyanka Chopra,8.75,IN-BR,371288,40,Cinema,no
2016-12-31,Priyanka Chopra,10.5,IN-BR,400370,0,Cinema,yes
2017-01-31,Priyanka Chopra,12.6,IN-BR,652799,33,Cinema,yes
2017-02-28,Priyanka Chopra,9.5,IN-BR,393563,22,Cinema,no
2017-03-31,Priyanka Chopra,8.75,IN-BR,397885,9,Cinema,yes
2017-04-30,Priyanka Chopra,10.4,IN-BR,353647,11,Cinema,no
2017-05-31,Priyanka Chopra,14.75,IN-BR,658713,36,Cinema,yes
2017-06-30,Priyanka Chopra,10.75,IN-BR,446339,43,Cinema,yes
2017-07-31,Priyanka Chopra,10.0,IN-BR,374920,14,Cinema,no
2017-08-31,Priyanka Chopra,8.25,IN-BR,336653,14,Cinema,no
2017-09-30,Priyanka Chopra,7.75,IN-BR,348729,5,Cinema,no
2017-10-31,Priyanka Chopra,7.0,IN-BR,281510,8,Cinema,no
2017-11-30,Priyanka Chopra,7.25,IN-BR,398420,16,Cinema,yes
2017-12-31,Priyanka Chopra,8.4,IN-BR,348900,19,Cinema,no
2018-01-31,Priyanka Chopra,7.0,IN-BR,336702,3,Cinema,no
2018-02-28,Priyanka Chopra,7.75,IN-BR,308153,3,Cinema,no
2018-03-31,Priyanka Chopra,7.5,IN-BR,299518,13,Cinema,no
2018-04-30,Priyanka Chopra,8.8,IN-BR,360767,7,Cinema,no
2018-05-31,Priyanka Chopra,15.0,IN-BR,876193,12,Cinema,yes
2018-06-30,Priyanka Chopra,18.25,IN-BR,1177708,19,Cinema,yes
2018-07-31,Priyanka Chopra,18.6,IN-BR,1162784,84,Cinema,yes
2018-08-31,Priyanka Chopra,26.0,IN-BR,1897486,16,Cinema,yes
2018-09-30,Priyanka Chopra,13.8,IN-BR,675035,6,Cinema,yes
2018-10-31,Priyanka Chopra,14.25,IN-BR,474164,9,Cinema,yes
2018-11-30,Priyanka Chopra,19.25,IN-BR,789635,7,Cinema,yes
2018-12-31,Priyanka Chopra,37.8,IN-BR,3134108,90,Cinema,yes
2019-01-31,Priyanka Chopra,13.5,IN-BR,632861,12,Cinema,yes
2019-02-28,Priyanka Chopra,15.0,IN-BR,695140,10,Cinema,yes
2019-03-31,Priyanka Chopra,17.2,IN-BR,1169291,12,Cinema,yes
2019-04-30,Priyanka Chopra,13.25,IN-BR,541790,9,Cinema,yes
2019-05-31,Priyanka Chopra,17.0,IN-BR,888487,7,Cinema,yes
2019-06-30,Priyanka Chopra,13.4,IN-BR,740236,16,Cinema,yes
2019-07-31,Priyanka Chopra,12.25,IN-BR,568295,7,Cinema,yes
2019-08-31,Priyanka Chopra,12.5,IN-BR,514976,26,Cinema,yes
2019-09-30,Priyanka Chopra,10.8,IN-BR,475958,16,Cinema,yes
2019-10-31,Priyanka Chopra,10.5,IN-BR,512646,8,Cinema,yes
2019-11-30,Priyanka Chopra,9.75,IN-BR,367465,7,Cinema,no
2019-12-31,Priyanka Chopra,10.8,IN-BR,409686,17,Cinema,yes
2020-01-31,Priyanka Chopra,13.25,IN-BR,594480,10,Cinema,yes
2020-02-29,Priyanka Chopra,10.75,IN-BR,522920,30,Cinema,yes
2020-03-31,Priyanka Chopra,9.0,IN-BR,519912,57,Cinema,yes
2020-04-30,Priyanka Chopra,9.25,IN-BR,483316,26,Cinema,yes
2020-05-31,Priyanka Chopra,9.8,IN-BR,403409,26,Cinema,yes
2020-06-30,Priyanka Chopra,10.0,IN-BR,409014,9,Cinema,yes
2020-07-31,Priyanka Chopra,11.25,IN-BR,535076,11,Cinema,yes
2020-08-31,Priyanka Chopra,9.4,IN-BR,387313,36,Cinema,no
2020-09-30,Priyanka Chopra,9.0,IN-BR,313481,12,Cinema,no
2020-10-31,Priyanka Chopra,8.75,IN-BR,336642,9,Cinema,no
2020-11-30,Priyanka Chopra,8.4,IN-BR,346006,12,Cinema,no
2020-12-31,Priyanka Chopra,9.0,IN-BR,417515,5,Cinema,yes
2016-01-31,Vladimir Putin,27.0,RU-SP,407089,53,Politics,yes
2016-02-29,Vladimir Putin,22.5,RU-SP,320275,403,Politics,yes
2016-03-31,Vladimir Putin,21.25,RU-SP,325561,44,Politics,no
2016-04-30,Vladimir Putin,26.25,RU-SP,354497,0,Politics,yes
2016-05-31,Vladimir Putin,19.2,RU-SP,313900,0,Politics,no
2016-06-30,Vladimir Putin,18.25,RU-SP,283929,0,Politics,no
2016-07-31,Vladimir Putin,18.8,RU-SP,334749,0,Politics,no
2016-08-31,Vladimir Putin,18.0,RU-SP,357224,0,Politics,no
2016-09-30,Vladimir Putin,25.0,RU-SP,468105,0,Politics,yes
2016-10-31,Vladimir Putin,31.4,RU-SP,641479,0,Politics,yes
2016-11-30,Vladimir Putin,34.0,RU-SP,743672,0,Politics,yes
2016-12-31,Vladimir Putin,40.25,RU-SP,879071,0,Politics,yes
2017-01-31,Vladimir Putin,28.8,RU-SP,785659,81,Politics,yes
2017-02-28,Vladimir Putin,23.75,RU-SP,590692,28,Politics,yes
2017-03-31,Vladimir Putin,21.5,RU-SP,573335,121,Politics,yes
2017-04-30,Vladimir Putin,25.4,RU-SP,556415,34,Politics,yes
2017-05-31,Vladimir Putin,22.0,RU-SP,457380,129,Politics,yes
2017-06-30,Vladimir Putin,29.0,RU-SP,529526,32,Politics,yes
2017-07-31,Vladimir Putin,24.4,RU-SP,568678,41,Politics,yes
2017-08-31,Vladimir Putin,16.5,RU-SP,388206,31,Politics,no
2017-09-30,Vladimir Putin,17.75,RU-SP,317570,3,Politics,no
2017-10-31,Vladimir Putin,21.6,RU-SP,379850,0,Politics,yes
2017-11-30,Vladimir Putin,20.75,RU-SP,386869,0,Politics,no
2017-12-31,Vladimir Putin,24.4,RU-SP,430812,0,Politics,yes
2018-01-31,Vladimir Putin,20.25,RU-SP,380591,24,Politics,no
2018-02-28,Vladimir Putin,24.0,RU-SP,347755,21,Politics,yes
2018-03-31,Vladimir Putin,48.5,RU-SP,1271131,139,Politics,yes
2018-04-30,Vladimir Putin,22.4,RU-SP,438563,21,Politics,yes
2018-05-31,Vladimir Putin,22.0,RU-SP,382483,25,Politics,yes
2018-06-30,Vladimir Putin,23.25,RU-SP,386725,44,Politics,yes
2018-07-31,Vladimir Putin,37.4,RU-SP,892782,32,Politics,yes
2018-08-31,Vladimir Putin,17.5,RU-SP,307890,8,Politics,no
2018-09-30,Vladimir Putin,16.2,RU-SP,271754,12,Politics,no
2018-10-31,Vladimir Putin,17.5,RU-SP,340733,81,Politics,no
2018-11-30,Vladimir Putin,18.75,RU-SP,290187,29,Politics,no
2018-12-31,Vladimir Putin,22.2,RU-SP,392832,25,Politics,yes
2019-01-31,Vladimir Putin,18.75,RU-SP,342483,29,Politics,no
2019-02-28,Vladimir Putin,16.75,RU-SP,295539,20,Politics,no
2019-03-31,Vladimir Putin,14.2,RU-SP,295086,40,Politics,no
2019-04-30,Vladimir Putin,15.75,RU-SP,281246,25,Politics,no
2019-05-31,Vladimir Putin,15.0,RU-SP,322963,16,Politics,no
2019-06-30,Vladimir Putin,16.6,RU-SP,327640,36,Politics,no
2019-07-31,Vladimir Putin,15.0,RU-SP,299513,12,Politics,no
2019-08-31,Vladimir Putin,13.75,RU-SP,304289,18,Politics,no
2019-09-30,Vladimir Putin,13.2,RU-SP,288330,15,Politics,no
2019-10-31,Vladimir Putin,16.25,RU-SP,326702,15,Politics,no
2019-11-30,Vladimir Putin,13.0,RU-SP,276828,36,Politics,no
2019-12-31,Vladimir Putin,19.4,RU-SP,327873,24,Politics,no
2020-01-31,Vladimir Putin,23.25,RU-SP,512703,44,Politics,yes
2020-02-29,Vladimir Putin,14.5,RU-SP,258530,26,Politics,no
2020-03-31,Vladimir Putin,45.0,RU-SP,571426,25,Politics,yes
2020-04-30,Vladimir Putin,31.25,RU-SP,494610,25,Politics,yes
2020-05-31,Vladimir Putin,20.8,RU-SP,350706,84,Politics,no
2020-06-30,Vladimir Putin,23.25,RU-SP,403573,46,Politics,yes
2020-07-31,Vladimir Putin,17.5,RU-SP,589611,33,Politics,yes
2020-08-31,Vladimir Putin,23.6,RU-SP,669423,39,Politics,yes
2020-09-30,Vladimir Putin,15.5,RU-SP,381644,35,Politics,no
2020-10-31,Vladimir Putin,16.5,RU-SP,417369,96,Politics,yes
2020-11-30,Vladimir Putin,24.2,RU-SP,664370,47,Politics,yes
2020-12-31,Vladimir Putin,22.25,RU-SP,379687,0,Politics,yes
2016-01-31,Steve Jobs,82.2,,1316760,10,Entrepreneur,yes
2016-02-29,Steve Jobs,70.75,,1109380,16,Entrepreneur,yes
2016-03-31,Steve Jobs,50.0,,892646,5,Entrepreneur,yes
2016-04-30,Steve Jobs,42.75,,678932,8,Entrepreneur,yes
2016-05-31,Steve Jobs,37.0,,617485,7,Entrepreneur,yes
2016-06-30,Steve Jobs,29.75,,504022,8,Entrepreneur,yes
2016-07-31,Steve Jobs,24.4,,443572,5,Entrepreneur,yes
2016-08-31,Steve Jobs,34.5,,539735,9,Entrepreneur,yes
2016-09-30,Steve Jobs,52.0,,1053250,19,Entrepreneur,yes
2016-10-31,Steve Jobs,44.0,,895560,8,Entrepreneur,yes
2016-11-30,Steve Jobs,34.5,,714978,8,Entrepreneur,yes
2016-12-31,Steve Jobs,30.0,,615418,11,Entrepreneur,yes
2017-01-31,Steve Jobs,37.4,,812497,29,Entrepreneur,yes
2017-02-28,Steve Jobs,38.0,,794416,106,Entrepreneur,yes
2017-03-31,Steve Jobs,32.75,,580664,16,Entrepreneur,yes
2017-04-30,Steve Jobs,30.4,,533582,39,Entrepreneur,yes
2017-05-31,Steve Jobs,29.0,,529700,16,Entrepreneur,yes
2017-06-30,Steve Jobs,29.0,,520238,10,Entrepreneur,yes
2017-07-31,Steve Jobs,28.4,,772826,15,Entrepreneur,yes
2017-08-31,Steve Jobs,29.25,,472983,9,Entrepreneur,yes
2017-09-30,Steve Jobs,39.5,,717888,16,Entrepreneur,yes
2017-10-31,Steve Jobs,32.8,,629965,9,Entrepreneur,yes
2017-11-30,Steve Jobs,30.0,,512630,17,Entrepreneur,yes
2017-12-31,Steve Jobs,26.4,,482271,25,Entrepreneur,yes
2018-01-31,Steve Jobs,29.5,,539275,10,Entrepreneur,yes
2018-02-28,Steve Jobs,33.25,,534496,43,Entrepreneur,yes
2018-03-31,Steve Jobs,32.75,,570162,25,Entrepreneur,yes
2018-04-30,Steve Jobs,25.6,,446371,44,Entrepreneur,yes
2018-05-31,Steve Jobs,23.0,,408335,15,Entrepreneur,yes
2018-06-30,Steve Jobs,24.75,,433986,12,Entrepreneur,yes
2018-07-31,Steve Jobs,23.0,,376146,9,Entrepreneur,yes
2018-08-31,Steve Jobs,29.5,,669205,11,Entrepreneur,yes
2018-09-30,Steve Jobs,33.4,,691262,7,Entrepreneur,yes
2018-10-31,Steve Jobs,27.0,,600492,18,Entrepreneur,yes
2018-11-30,Steve Jobs,25.75,,452480,5,Entrepreneur,yes
2018-12-31,Steve Jobs,24.0,,396300,1,Entrepreneur,yes
2019-01-31,Steve Jobs,26.0,,474356,2,Entrepreneur,yes
2019-02-28,Steve Jobs,26.25,,439740,1,Entrepreneur,yes
2019-03-31,Steve Jobs,24.4,,468112,14,Entrepreneur,yes
2019-04-30,Steve Jobs,23.75,,411832,6,Entrepreneur,yes
2019-05-31,Steve Jobs,23.25,,417891,9,Entrepreneur,yes
2019-06-30,Steve Jobs,21.2,,459613,5,Entrepreneur,yes
2019-07-31,Steve Jobs,23.5,,490299,6,Entrepreneur,yes
2019-08-31,Steve Jobs,25.0,,478939,22,Entrepreneur,yes
2019-09-30,Steve Jobs,33.8,,686615,17,Entrepreneur,yes
2019-10-31,Steve Jobs,27.5,,590986,32,Entrepreneur,yes
2019-11-30,Steve Jobs,25.75,,484850,51,Entrepreneur,yes
2019-12-31,Steve Jobs,23.6,,450571,22,Entrepreneur,yes
2020-01-31,Steve Jobs,25.0,,519012,8,Entrepreneur,yes
2020-02-29,Steve Jobs,26.25,,514443,18,Entrepreneur,yes
2020-03-31,Steve Jobs,23.0,,445017,2,Entrepreneur,yes
2020-04-30,Steve Jobs,26.25,,597608,4,Entrepreneur,yes
2020-05-31,Steve Jobs,26.0,,586795,26,Entrepreneur,yes
2020-06-30,Steve Jobs,24.5,,538053,17,Entrepreneur,yes
2020-07-31,Steve Jobs,22.0,,505632,15,Entrepreneur,yes
2020-08-31,Steve Jobs,24.8,,557781,6,Entrepreneur,yes
2020-09-30,Steve Jobs,26.25,,558224,10,Entrepreneur,yes
2020-10-31,Steve Jobs,24.75,,596655,6,Entrepreneur,yes
2020-11-30,Steve Jobs,19.2,,498172,7,Entrepreneur,yes
2020-12-31,Steve Jobs,20.75,,513269,7,Entrepreneur,yes
2016-01-31,Nelson Mandela,16.6,SA-CP,315207,13,Politics,no
2016-02-29,Nelson Mandela,21.25,SA-CP,368303,17,Politics,no
2016-03-31,Nelson Mandela,17.75,SA-CP,321333,3,Politics,no
2016-04-30,Nelson Mandela,19.75,SA-CP,301113,9,Politics,no
2016-05-31,Nelson Mandela,20.2,SA-CP,341710,197,Politics,no
2016-06-30,Nelson Mandela,17.25,SA-CP,300911,169,Politics,no
2016-07-31,Nelson Mandela,19.6,SA-CP,293978,60,Politics,no
2016-08-31,Nelson Mandela,23.0,SA-CP,289301,32,Politics,yes
2016-09-30,Nelson Mandela,23.25,SA-CP,304023,0,Politics,yes
2016-10-31,Nelson Mandela,24.0,SA-CP,315299,0,Politics,yes
2016-11-30,Nelson Mandela,28.75,SA-CP,412169,0,Politics,yes
2016-12-31,Nelson Mandela,20.5,SA-CP,316709,0,Politics,no
2017-01-31,Nelson Mandela,21.4,SA-CP,363329,74,Politics,no
2017-02-28,Nelson Mandela,22.75,SA-CP,402612,16,Politics,yes
2017-03-31,Nelson Mandela,22.25,SA-CP,352027,12,Politics,yes
2017-04-30,Nelson Mandela,21.6,SA-CP,283666,8,Politics,yes
2017-05-31,Nelson Mandela,22.25,SA-CP,405219,10,Politics,yes
2017-06-30,Nelson Mandela,17.0,SA-CP,269233,14,Politics,no
2017-07-31,Nelson Mandela,19.4,SA-CP,311247,10,Politics,no
2017-08-31,Nelson Mandela,19.25,SA-CP,300744,5,Politics,no
2017-09-30,Nelson Mandela,19.75,SA-CP,299868,12,Politics,no
2017-10-31,Nelson Mandela,19.0,SA-CP,300350,14,Politics,no
2017-11-30,Nelson Mandela,20.5,SA-CP,314879,14,Politics,no
2017-12-31,Nelson Mandela,15.8,SA-CP,256106,11,Politics,no
2018-01-31,Nelson Mandela,19.25,SA-CP,327820,10,Politics,no
2018-02-28,Nelson Mandela,21.75,SA-CP,393871,15,Politics,yes
